100000 100000
1 8908 83676
1 12946 92977
0 820 84065
0 13723 86838
1 11943 80022
1 7670 99909
0 866 90369
1 2056 90559
0 18775 92975
0 15006 99549
0 7367 87022
1 16625 88136
0 15515 89367
1 7494 80091
0 9737 85300
0 4664 99026
0 11303 90218
0 8997 80839
0 1823 80963
0 11023 90573
1 18646 99328
1 4593 94365
0 443 80793
1 10777 87905
1 14649 88807
0 12993 91534
0 8916 82382
0 13734 89683
0 10458 87774
0 10139 88436
1 2008 98456
0 1418 95645
1 5765 86617
0 13777 96805
0 3668 99283
0 6765 92811
0 4442 93609
0 874 80859
0 9452 80599
1 19735 80410
0 7173 88679
0 13030 85747
1 11519 92755
0 14230 89439
0 3083 94636
1 2937 89230
0 15102 97669
0 19813 83670
1 12742 91312
1 6471 89654
0 8308 85616
0 16759 81522
0 3717 82291
1 4337 82644
0 7959 94978
0 1555 96255
1 13768 88567
0 7637 93831
0 9882 99994
0 12520 96311
0 12215 91491
1 12599 97085
1 16547 86200
1 13916 80500
0 8365 84650
0 6628 83021
0 10376 88984
1 10153 90403
0 7358 99783
1 16502 85851
0 8703 88763
1 12548 94456
0 15932 94607
0 3293 84197
0 555 89075
0 9131 86821
0 4153 86777
0 17162 85570
1 6949 99119
0 1678 83577
0 15513 80449
0 14391 93632
0 19656 93800
0 11012 99355
0 10822 81268
0 9238 95812
0 14843 99886
0 14521 88051
1 5850 82315
1 726 96947
1 13315 93799
1 15577 85479
0 8780 99621
0 11641 99351
0 13521 91340
1 10811 98570
0 16707 81358
0 5871 80951
0 7270 82300
0 16398 99307
0 4228 94783
0 11069 87611
0 5076 98642
0 14515 85537
1 19802 95163
0 9520 80925
0 16830 84579
1 6055 96832
0 15916 92614
0 10003 90195
0 12620 93826
0 9159 98541
0 14216 93106
0 5428 83136
0 18943 90556
0 15984 84788
1 9246 93038
0 1940 84880
0 3385 89288
1 3723 99879
0 4762 89003
1 3025 96881
0 16674 85589
0 7106 81275
0 12615 91736
1 19432 87751
1 11074 85341
0 11448 85927
0 4577 96011
0 10571 91991
1 6158 98304
0 16045 88281
0 15274 91544
0 13042 98217
0 17284 84708
0 6834 99337
0 14900 95313
0 1939 89099
1 2418 81838
1 7724 91206
1 13288 84202
0 13624 86715
0 18346 88645
1 14776 86356
1 16056 96040
0 7030 91913
1 13995 84622
0 16474 94726
0 10835 97064
0 15721 89369
1 16301 94049
0 8842 89948
0 14389 98649
0 9423 99980
0 8510 82930
0 2996 88708
0 2864 84251
0 5415 86813
0 18154 89296
0 3713 86270
0 212 84862
0 9504 91030
0 13466 85922
1 2363 99419
1 18703 94337
0 13979 87564
0 11036 98309
0 11301 87730
1 12033 94736
1 5677 92573
1 10875 86824
1 7095 82704
0 6583 87761
0 8712 88377
1 11611 85153
1 4774 95113
0 692 94895
1 922 86559
1 12850 94152
1 680 92406
1 9560 91051
1 10494 94559
0 10303 95842
0 2174 89343
0 3667 92656
1 8045 96669
0 8558 87835
0 3030 80254
1 1895 89307
1 1923 94868
0 13127 84968
1 3203 97683
0 8786 81187
0 10297 96897
0 865 93601
1 15565 87371
0 14692 98666
0 269 97485
0 18242 80933
0 16677 80745
0 14249 82098
0 16583 80588
0 2430 82790
0 4403 80881
0 9160 89030
0 3037 85589
0 19464 91507
1 2187 91359
0 18146 85832
0 18944 98863
1 17383 80012
0 10811 94387
0 13586 86049
1 7610 84156
1 16841 88051
1 18655 97515
1 15606 94161
0 5227 95030
1 12497 88276
1 19095 97980
0 4129 97421
0 12213 81121
1 8659 92095
0 8507 98371
0 9082 96795
1 9650 94863
1 560 92493
0 2287 84718
0 6793 87766
1 4141 83752
0 830 88223
0 3894 87259
1 6473 81928
0 16676 98367
0 17385 90210
0 3092 88088
0 17032 81770
0 6775 98802
0 7622 81469
0 12368 90048
1 19496 94169
0 9635 81884
0 870 92727
0 19274 80122
0 18360 93248
0 4737 80022
0 18295 84414
0 10041 98330
1 14704 88217
1 6178 95617
1 13847 82940
0 8739 93405
0 18627 95203
1 5362 99715
0 7742 96966
1 14777 98843
0 10883 89937
0 12977 81587
0 4489 96938
0 9029 82896
1 16885 88309
0 13265 82727
0 16902 98129
0 12038 97453
0 18955 84427
0 11532 83288
0 17755 98888
0 5363 95951
0 11782 87769
0 17962 80543
0 13144 93458
1 13568 93506
0 2277 90302
0 13759 86676
0 5766 97580
1 14058 80981
0 3157 88952
0 10575 80795
0 15877 95735
0 1953 87509
0 10730 92775
1 6160 96135
0 14853 87872
0 17866 86897
0 16930 91794
1 19039 96008
1 13241 89457
0 16374 84671
0 13877 99865
0 8917 93930
0 19379 81716
0 19729 86526
0 18691 80629
0 11358 93333
0 15179 86603
0 4727 93000
1 10722 94808
0 19729 94690
0 7546 82716
1 947 87082
0 7274 98203
0 8673 98004
1 3098 99617
0 3106 87045
0 11708 92882
0 11769 86876
0 16209 82054
1 19694 98335
0 15830 84720
0 1046 92496
1 6230 95454
1 10337 94921
1 19428 96554
0 1218 88559
0 3560 91796
1 18 81239
0 14292 88801
0 15051 89361
1 5683 82257
0 14966 97592
0 16954 89113
0 25 87272
1 4132 87316
0 11849 88340
1 8299 95299
1 8550 95132
0 2543 90152
0 8783 81923
1 13396 80366
1 9005 89003
1 14565 90203
0 6016 94191
1 14888 94422
0 3989 98103
0 15620 98809
0 9751 95842
0 16472 84262
1 7975 94964
0 8190 85558
0 11218 89649
1 18475 89657
1 19707 84604
1 10936 93002
0 11853 87844
1 11792 81432
0 29 91594
0 15800 90446
1 6163 91972
0 4485 86590
0 18706 88195
0 10964 80754
1 12294 93570
0 7212 92639
0 9562 87750
0 14084 86247
0 14299 84503
0 14380 91590
1 692 80779
0 185 80842
0 13094 84460
0 15349 83427
0 16335 88916
0 11125 84605
0 1497 97924
0 9627 94699
0 7718 80595
0 18011 86888
0 16084 82990
0 2314 93348
1 4278 81927
0 586 94438
0 9194 96347
1 2454 86838
0 3603 87288
0 17079 93159
0 18172 97866
1 2657 89287
0 1919 94978
1 8421 80144
1 8132 91368
0 768 81652
0 7175 86536
0 2047 80592
0 12626 82896
1 13130 82787
0 14751 91629
0 14071 84802
1 18133 89008
0 17624 81861
0 19313 94330
0 9145 88798
0 16535 91834
0 9801 86073
0 9503 99518
1 10294 95197
0 18725 96207
0 3418 86966
0 1628 81953
0 293 84378
1 5962 85680
0 12617 95626
1 4667 94421
0 9211 94207
1 2702 87599
1 12131 82661
1 17347 96020
1 2759 82402
0 19475 82503
0 18910 90397
1 16197 91046
0 4773 89998
0 14888 85323
1 10847 88847
0 10329 95822
0 17227 91967
0 14781 83132
0 17546 93533
1 6340 97359
0 11144 81107
1 4197 93471
1 13991 99932
0 4029 85027
1 9557 83547
0 18646 93357
1 4289 97229
0 17842 96103
0 7298 81126
0 17114 94292
0 2084 94360
0 16023 86386
0 16738 84516
1 15575 88075
1 12600 93097
0 2291 86293
0 6244 90722
1 53 98515
1 2236 86702
0 2466 96784
0 12979 94863
0 3692 87492
0 1131 91763
0 7978 80944
1 1978 92555
0 19050 87124
1 3944 89890
0 1499 90151
0 1176 99865
1 856 91374
0 3142 93147
1 5317 96278
0 1170 94407
0 5930 95233
0 2714 95863
1 18642 92070
0 14454 95535
1 7814 82497
0 6026 80580
0 5501 98088
1 10209 83678
0 4168 95241
1 14790 90077
0 15985 94405
0 1791 91905
0 12738 98009
0 11488 88699
1 6329 83856
1 7019 95084
0 2362 92558
0 10987 95563
0 17123 85781
0 19359 81341
0 9142 95948
0 14056 97926
0 10559 84994
0 6757 80156
0 12787 91876
1 11854 93208
0 1156 89751
0 3569 96761
1 8527 82046
0 13304 90275
1 15162 90040
0 12666 82874
0 17231 82015
0 19754 90641
0 12312 87824
1 16899 82973
0 5379 91629
0 16946 81795
0 19098 80439
1 2092 80246
0 1498 88673
1 17442 88937
0 10640 94891
1 5914 91250
0 9044 83905
0 13181 96251
0 16956 80810
0 14782 82032
0 12335 93624
1 16522 83670
0 17433 98255
0 16105 83515
1 17856 84748
0 15719 99083
1 17629 85585
0 6559 84484
1 14415 82484
0 3876 96208
0 17867 86189
0 14894 89219
0 12907 96625
0 171 92795
0 7052 94904
1 12860 83242
1 10211 95421
1 618 80751
0 19534 89298
0 2227 91896
0 19586 98982
0 10190 80244
1 16156 93252
0 18922 89256
0 7127 99432
0 5150 95872
0 1390 90540
0 10552 94730
0 9083 94446
1 6277 89272
1 4274 85459
0 7278 87173
1 12187 85902
1 9101 84741
0 18989 82299
1 2411 95125
0 18958 96614
0 10932 92787
0 11097 96143
0 16336 88364
0 10546 91380
1 9378 80071
0 4153 96959
0 11249 81328
0 718 91152
0 1185 98898
1 18583 99571
0 1785 82424
1 16202 97255
1 720 94817
0 16009 99442
0 3102 83787
1 19854 89471
0 879 91585
0 9691 98968
0 18410 98123
0 5796 97546
0 19154 90091
0 19349 90260
0 2545 93649
0 2442 84724
0 13965 89688
0 17045 95742
1 2249 80627
0 2394 99088
1 7941 99374
1 8310 83089
1 11550 90499
1 3285 81678
0 19741 98196
0 2106 89484
0 7177 80347
1 6568 97169
0 10034 98740
0 10598 83922
1 7024 85825
1 15710 98867
0 15152 97486
1 10604 95570
0 18187 80972
0 7452 81471
0 4746 84659
0 13477 97181
0 9700 90455
1 7598 89100
1 13979 89025
1 8285 83239
1 13357 99653
0 1747 85595
0 3176 98409
1 8075 81451
1 15743 97230
0 19700 92812
0 6388 81641
0 9271 89364
0 5316 82337
1 12543 94687
0 4279 98028
0 6023 84026
1 6943 96847
0 18142 86390
0 5307 95560
1 5219 85280
1 11592 94675
0 1599 98389
1 5857 85246
0 11927 80809
1 10099 90817
1 5748 99811
0 18364 95196
1 19701 88216
1 1457 98642
1 8054 85714
0 2017 85623
1 8524 98853
0 19302 80603
0 16790 96099
1 1714 86316
0 1480 83898
1 1124 80375
0 5087 90575
0 13563 99501
1 3547 97062
0 14115 91010
1 454 94461
1 9812 99789
0 19986 80464
0 13267 87625
0 465 84658
1 3045 96363
0 6066 86156
0 15466 96721
0 15784 99457
0 10754 80610
1 7340 85110
0 4085 90440
1 13587 88809
0 15684 81209
0 17502 81781
0 10439 83862
1 13426 99768
1 17776 99661
0 15876 83630
1 5388 93786
0 18744 90158
1 14091 98641
1 1483 94646
0 1945 85347
1 14112 92628
0 11394 95101
0 3487 88760
0 4386 82507
0 18931 97290
1 4061 81693
0 5723 97272
0 14516 93653
1 5182 92309
0 1695 89705
0 19403 85081
0 18174 97478
0 19707 82726
1 6057 86012
1 537 86239
0 2143 92227
0 7661 82042
0 6757 86708
0 13681 94749
0 7758 83201
1 16357 93785
1 9908 91927
0 14410 82417
0 7927 89678
1 5068 93216
0 9860 92083
1 6995 94481
1 5939 95293
1 10547 99794
1 18101 95121
0 3451 87580
1 2543 84431
0 8713 96946
0 5036 89287
0 15387 93619
0 8769 95345
1 7873 82668
0 1777 89868
0 2908 83110
0 16086 82994
0 1351 98552
0 1342 90940
1 16622 95869
0 13743 84461
1 4042 93687
1 2832 94398
0 11042 88578
0 9198 98178
0 709 81063
1 4654 82871
0 4440 96208
0 2183 89629
0 19969 86439
0 18958 83432
1 7228 80972
1 3654 97528
0 10891 82226
1 11250 82566
0 17750 88617
0 1311 90859
0 12203 86911
0 1318 99320
0 12201 94731
0 9996 84624
0 16355 87777
0 19295 99312
0 18475 83591
0 12011 91189
1 5131 87580
0 18074 93407
0 15251 86178
1 7602 83666
0 1792 82313
1 12045 90205
0 17682 93121
0 14502 95214
0 3159 81829
1 18228 88934
0 8210 85067
0 826 98493
0 14231 86960
1 3407 86825
0 1127 98305
0 11914 82786
1 18715 82015
0 11476 83588
0 2797 97796
1 8907 94602
1 5562 88330
0 13555 86688
0 16723 82038
0 12618 83549
0 3007 85652
0 5023 95911
1 5960 83577
0 12383 94818
0 4161 99603
1 16472 89442
0 8414 86144
1 12968 90459
0 6484 83282
1 18652 92194
1 522 95651
0 19197 95071
0 6945 99425
0 5830 95272
1 4091 95343
1 13321 93401
0 13249 97921
0 16647 96504
0 2387 85653
1 10518 91066
0 6739 86442
1 6495 90238
1 10993 93263
0 714 92967
1 6984 81568
1 19968 83197
1 17149 88542
1 6973 99173
0 19525 89828
0 11572 82896
0 1817 83672
0 8260 91976
0 11189 85771
0 4328 94998
0 3815 93298
0 12256 86638
0 3740 92962
0 12184 92115
0 5942 92429
1 4204 89654
1 19339 83119
0 2066 83477
0 2313 91569
1 5959 82867
0 696 96965
0 17716 80199
1 15684 91646
0 2418 97586
0 3530 91982
0 12182 81680
0 2868 80920
0 16599 82297
1 13364 82519
0 8309 94365
1 18198 99705
0 6516 89051
0 16342 86383
0 15293 88651
1 1791 82499
0 7425 82031
0 3636 97537
0 1679 84689
0 9087 98654
0 17878 85315
0 2951 98956
0 5736 97903
1 944 98083
0 11429 87171
1 18528 95202
0 10127 96806
0 4608 81364
0 11215 80233
0 13105 99698
0 19450 81781
0 10266 88852
1 8847 85155
0 13178 86937
0 3731 90154
0 10082 86975
0 12778 98650
0 4834 81172
0 19337 98698
0 5860 94929
0 9327 97763
0 13876 85575
0 19890 95757
0 5502 92819
0 1621 81968
0 5771 92244
0 19439 98357
1 12014 99227
0 15113 99361
0 3983 81713
0 10511 81640
1 15935 94186
0 19105 91936
1 6666 84954
0 8450 90637
0 12091 89706
0 1385 83846
1 3166 95157
0 17356 97519
1 6299 89024
0 5078 93792
0 8120 98855
0 10453 95864
1 11722 98121
0 9316 84423
0 7529 80426
0 3188 81495
1 7791 91890
0 4503 92088
0 5003 92351
0 15859 94800
1 6244 92471
0 4042 81631
0 10832 84931
0 16072 91603
1 4679 87345
0 7420 92614
0 16196 92516
0 15749 93236
1 11651 88229
0 2272 81560
1 4913 80388
1 6292 80653
0 14255 83544
0 17365 85539
0 5009 95777
0 16425 89330
1 15995 82757
0 8277 93804
0 3891 81318
0 2366 97480
1 48 95378
1 13243 88106
0 10134 94787
1 18509 99448
0 14834 96147
0 8404 87854
0 7405 82208
0 17365 88188
1 12162 86724
1 6631 80694
1 7111 82603
1 17838 95786
1 17296 89151
0 1222 82429
1 13007 92166
0 8717 93892
0 16110 86044
0 18414 93136
1 4568 86753
0 18866 98036
1 4440 86641
0 6835 98677
0 6358 86986
1 11028 92792
1 15717 97810
0 17301 95381
0 15623 93610
0 10644 84881
1 136 81132
0 17449 99836
0 3887 89596
0 8673 94986
0 7928 88405
0 11619 91955
0 9825 98232
0 13831 82228
0 15477 83594
0 16545 90190
0 15952 98272
0 16509 97727
0 12412 80380
1 6620 80854
0 9991 87342
1 13796 94905
1 11412 88656
0 3021 92320
1 18262 86737
0 315 89248
0 14131 81530
0 16516 94213
0 135 91825
1 3653 83611
0 5154 96674
0 6058 87344
0 16309 87572
0 15915 85446
1 2908 88444
0 6940 94099
0 17896 81317
1 7334 99168
1 6852 93391
1 262 83384
0 16539 90977
1 800 83353
1 2470 90647
1 14800 86844
1 16902 89544
0 12473 85166
1 2711 87244
0 13901 88366
0 10322 92694
0 8085 91273
0 19517 83020
0 16148 87045
0 12229 92201
0 85 87389
0 19490 91323
1 17631 91776
0 1033 96467
0 19132 94665
1 12229 82736
0 19707 92143
0 11471 83593
0 17826 80356
0 19586 90566
1 9082 98778
1 15487 90568
0 13825 95849
0 5902 81685
1 5967 93970
1 3699 85256
0 10224 96125
0 19929 92758
0 7723 99003
0 10772 91064
0 8041 95001
1 4469 84346
0 3343 85406
0 9362 92287
0 4076 88185
0 1148 94671
1 18755 93756
0 6690 84192
1 5710 89538
0 13905 89569
0 14318 94833
0 4160 83989
0 5222 89761
0 15459 83058
1 3115 99566
1 19412 90718
0 14065 86067
1 3685 88021
0 858 80948
0 12889 88405
0 14529 85615
0 14698 85874
0 19568 80485
0 7286 86323
0 19220 82548
1 6455 87167
1 18319 84497
1 10363 93482
0 7273 97758
0 3617 99704
0 9790 87886
0 14662 94247
0 15436 81341
0 17368 81412
0 11897 83056
0 10279 95422
0 12628 87157
0 19582 97142
0 17827 93797
0 18743 89457
0 14752 83306
0 13871 84654
0 13008 94402
0 9034 83007
0 7879 82596
0 10639 98807
0 3431 86290
0 9239 95238
0 15952 83116
0 14526 96795
1 7022 93097
0 4194 86090
1 4420 82876
0 11127 97100
1 11114 83799
0 17408 91420
1 13457 80591
1 10387 86145
1 6405 86824
0 12217 94015
1 2327 80489
0 6232 90663
0 18610 85403
0 10215 83254
1 16841 94456
0 9265 85543
0 7787 95537
1 19030 80776
0 2791 82161
0 1610 91100
0 4444 83567
1 9066 96822
1 17640 86760
0 11066 96263
0 6596 91205
0 5755 83067
1 16906 97739
1 479 93040
1 10992 96604
0 7701 95301
0 11080 94386
0 15596 98311
1 7678 98194
0 7922 88793
0 1218 83600
0 10142 85484
0 17289 89018
1 11627 91517
0 12761 85653
0 4677 88203
0 9326 83807
0 13088 88059
0 17359 93414
0 13305 97863
0 3673 88994
1 1597 84131
1 10705 80761
1 39 91844
0 10162 85372
0 5156 83828
1 16445 91316
0 7718 83793
0 13136 99366
0 19550 92239
0 1464 89850
0 3213 92584
1 15294 87204
0 13471 89159
1 6668 88505
1 12510 85739
1 10248 99896
1 18348 97349
0 13177 91056
1 19921 86327
0 18883 96596
1 16518 88337
0 7945 89321
0 11671 83851
0 13878 88242
0 3293 80387
0 18917 88395
0 6115 93643
1 13333 95218
1 129 95469
0 12329 84795
1 6792 82581
0 192 99080
1 14576 95905
0 4688 96137
0 7403 82805
0 18795 86294
1 1090 98198
0 7599 88037
1 4136 86572
0 8868 91375
1 9970 85805
1 16630 92986
1 9188 95358
1 10306 97753
0 3288 86760
0 15693 99339
0 3117 90006
0 2832 99800
0 12655 80167
0 5454 84482
0 1486 80319
0 18308 98150
0 2206 93365
1 18339 80058
1 5067 97045
1 17156 82269
0 14687 85474
1 19983 86649
1 9577 81095
0 10329 89877
0 4665 93057
0 7031 94165
0 8303 90473
1 9597 90065
0 7656 85242
0 15020 93656
0 13736 99462
0 17803 90695
0 4547 87951
1 9555 80960
0 1853 80090
1 15583 94870
0 8288 86362
0 7300 96521
1 2213 84860
0 2236 83856
0 9040 95056
1 16382 88933
1 1682 86899
1 4314 99921
1 4039 97223
1 17380 81642
0 13470 91383
0 2145 81726
0 7949 88489
0 9619 97512
0 12556 80708
1 16788 96642
1 9184 94379
0 16123 96939
0 5150 89970
1 11583 98371
1 6407 99133
0 75 98607
0 197 83845
0 15968 96977
1 2949 84063
1 1191 88964
0 11775 88585
1 8176 95228
0 3902 90153
0 2009 84065
0 19480 84550
0 17227 93084
0 3110 91245
1 10144 85766
1 7855 83911
1 5576 95762
1 1735 99555
0 15251 97216
0 11444 85921
0 8293 93431
0 8515 97913
0 4377 95697
0 16106 98612
1 8627 95544
1 19571 91074
0 12194 87694
0 13968 86930
1 4442 88311
0 866 91748
1 5852 86210
0 11853 91644
0 17380 96831
0 543 97335
0 11960 96024
1 3503 81420
0 14594 89888
0 18745 96461
1 8215 83354
0 3892 81157
0 4352 95770
0 2918 88681
0 9164 96614
0 14604 86202
0 16581 93010
0 12230 86776
0 12331 87929
0 15952 91531
0 13666 94862
1 14231 85314
0 14207 87812
0 18786 87364
1 2381 94336
1 17402 89183
1 1880 86106
0 16966 93621
0 5976 85986
0 19657 89124
0 6938 89480
0 13478 83160
1 12100 98122
0 4009 99746
0 2252 89934
0 5981 98959
1 13342 80937
1 4700 81090
0 2078 88114
1 12819 83184
0 489 82864
0 15138 81493
0 5522 88545
1 66 84651
1 6650 90714
0 16606 93357
1 828 82476
0 10893 98021
0 11136 80161
1 6533 90614
1 1765 81273
0 3533 83652
0 6761 85938
0 11965 98412
1 19755 97121
1 18672 89467
0 19943 85906
0 12865 80867
0 13852 86675
1 14183 87359
1 2701 80348
0 11279 91632
0 5220 92403
0 5859 84557
0 11324 92850
1 7888 91809
0 5420 99428
0 11440 91707
0 9577 98838
1 14986 91911
0 2095 96229
0 13702 89390
0 5469 88974
0 6530 90702
0 11196 95461
0 18017 82353
1 12972 95323
1 148 88636
0 1382 93055
0 19546 99982
1 16716 99493
0 13949 88617
1 3726 87044
0 4328 86336
0 17584 80283
0 12763 94675
0 17625 92934
0 12428 91400
0 1683 81840
1 18566 95226
1 10121 90499
1 758 96551
1 17892 97679
0 14483 95135
0 18558 82751
0 3701 84043
0 9381 81454
1 15821 97806
0 18792 83985
0 17783 96879
1 2615 80921
1 10231 98296
1 11738 88213
1 14659 82298
1 4009 91383
0 15026 97445
0 6214 82658
0 18742 91388
0 19352 88713
0 15213 80990
0 88 85681
0 7355 95051
1 2310 85673
0 14572 84535
0 12618 82556
0 16917 91925
1 7017 85772
1 3212 85694
0 13319 88876
1 161 89555
0 11036 80135
0 16903 82805
0 4542 82176
0 15885 99411
1 14885 96780
0 18893 96883
0 8109 95083
0 4974 85458
1 16777 92441
0 9936 80016
0 6094 98586
1 1201 88202
0 6881 86517
0 19327 84282
0 1302 96463
1 12001 99895
0 4884 92589
0 12293 88100
0 14463 80810
1 15171 99543
1 7660 94688
0 2222 84379
1 18021 82942
0 8739 87954
0 15192 82326
0 7931 98526
1 13505 84283
1 4559 88284
0 7286 85094
1 11684 89187
1 17001 98316
0 7069 87930
1 13113 89107
0 19891 87947
0 330 99933
1 15014 89859
1 14554 82098
0 13259 99878
0 7067 88138
1 9549 83506
1 10316 91620
0 19297 94449
0 19340 91880
0 13679 83523
1 19881 87483
0 14709 98644
0 8814 85648
0 17131 93374
0 6438 81555
0 4771 99866
0 12154 94369
0 3838 88617
0 3944 81213
0 16116 87941
0 5852 81464
0 14552 99299
1 6922 80930
1 10667 87162
1 256 80595
0 12986 80137
0 17382 93157
0 15104 86418
0 780 94547
1 8989 87930
0 1763 86789
0 13628 95638
0 13375 85607
0 6335 98661
0 16251 85872
0 15636 94115
1 18051 88268
1 13879 89158
0 6197 88308
0 8015 91658
0 5738 81966
0 3129 86939
0 9348 96976
1 6728 80408
1 16795 95402
0 9022 89374
0 16550 85806
1 11925 87933
1 17575 89220
1 14313 86883
1 6991 98558
0 17210 93242
0 17969 92935
1 13077 87699
1 19048 98915
0 9173 92498
1 18939 97267
1 7121 92496
1 5144 91772
0 607 89047
0 13323 97939
0 14225 98610
0 8683 96426
0 12704 92711
0 12078 91709
0 4034 82028
0 14223 86228
0 13586 91882
0 1698 83229
0 4056 95273
0 2386 87733
1 13194 84896
1 18266 84499
1 13539 85551
0 18549 84836
1 14278 99597
1 3383 85806
1 14046 85367
0 9417 82787
0 10905 82319
1 10347 96116
0 11834 98715
0 8670 99592
0 17099 97202
1 8775 92655
0 17343 87683
0 10895 90641
1 12171 96002
0 3879 96995
0 13277 99243
0 11167 81474
0 1183 83025
0 6077 81327
0 17440 82521
1 1289 86174
0 8726 95322
0 19309 84016
0 3540 93572
0 9983 92946
0 10830 96413
1 15345 82595
0 12519 91043
0 11254 89643
0 6033 97494
1 560 89494
0 10863 87883
0 5557 90983
0 18696 95355
0 1888 97926
0 16216 99167
1 19724 91869
0 18952 98221
0 3780 87205
0 14610 99315
1 8269 83039
1 632 95076
1 1806 90796
1 17616 91462
0 15602 95218
1 9174 82052
0 11017 83886
1 3712 91641
0 1613 99135
1 11868 95507
0 2530 93179
1 5738 83686
0 10014 83611
1 7882 96960
0 4162 96583
0 17274 87955
1 15661 89855
0 12642 85831
0 7969 85676
1 10620 98949
1 7237 90825
1 18279 94756
1 3395 89193
0 607 87089
1 7292 93297
1 2190 82948
0 16083 90943
0 11470 90883
0 15663 81235
0 1252 95571
0 699 88052
1 8404 90952
1 5461 90367
0 12682 99878
0 1743 96338
0 14418 94740
1 7210 86305
0 13365 99539
0 2149 94097
1 16812 89065
1 10641 95477
0 19129 86085
1 12054 90413
1 18461 92126
1 10547 92443
0 18507 84653
0 8113 90387
0 13514 99486
0 19777 85942
0 6453 88066
0 11402 91117
0 6060 81313
0 7889 95513
0 13017 94214
0 14652 99138
0 9721 93472
1 2295 81741
0 5823 80593
0 5656 93243
1 14360 90337
0 13562 89230
1 9522 89623
0 11294 98600
0 137 99929
0 6206 86623
0 17814 95293
0 3597 99592
0 7777 80072
1 4669 91775
0 4580 97037
0 9411 89729
0 436 85454
0 8385 92120
0 5728 97744
1 576 89452
0 7546 88915
0 11327 97814
0 11246 99398
1 17093 90313
0 7688 92736
1 9160 89446
0 12572 98258
0 15644 91866
0 4826 97878
0 5013 95988
0 14066 94408
1 13875 81252
1 11631 92731
0 13737 87677
0 3564 86701
1 18864 99428
1 12487 91999
0 17005 84542
0 6347 90563
1 11534 88710
0 3878 91247
0 3451 85409
0 2423 83691
1 17345 91361
0 17442 98801
0 15535 83161
1 8020 82451
0 16629 95994
0 4034 86272
0 5196 83274
0 6608 97570
1 14429 91497
0 6982 97319
0 18156 89472
0 17445 98781
0 16004 80922
1 12298 87047
1 15205 82504
0 80 92930
1 6094 90731
0 8090 99810
0 3192 96491
1 1412 86798
0 16146 97221
1 17357 94012
1 17678 94098
0 8988 88912
0 5857 88084
0 6128 96345
0 8590 99477
0 16583 88172
1 1220 92681
0 11009 81080
0 2842 85547
1 6239 95574
0 19894 81686
0 3492 85995
1 8895 92702
0 5910 88485
1 14153 92254
0 462 82500
1 15683 81076
0 15461 82285
0 19005 97376
0 17169 80854
0 18655 88307
1 11480 98029
0 15543 83944
0 5167 88715
0 6366 95958
1 5016 92143
0 7527 99310
0 5703 97913
0 8836 94080
0 34 84223
0 9233 96588
0 7107 88620
0 14158 81098
0 6735 98308
0 15225 80367
0 16877 91171
0 1490 91007
0 6140 89725
0 15682 84764
1 8653 90384
0 8012 97656
0 1296 88601
0 17410 81438
0 18992 91501
0 3988 84012
0 19824 97049
0 6441 98043
1 13012 97541
0 2324 95771
0 13208 96074
0 19704 88813
0 647 81515
1 7983 97145
0 9214 88884
1 3535 88058
0 15764 94510
0 18034 86888
0 16875 92279
0 5107 84631
0 9 86558
0 10054 98982
1 11429 85225
1 17163 83430
0 19167 94763
1 1649 91909
0 11842 90438
1 3664 95973
1 15059 99656
0 10546 84874
0 842 95763
0 5854 99336
1 2005 93020
1 3616 91889
1 9839 98949
0 18253 81928
0 11962 82386
0 12461 90335
1 12474 85471
0 10339 98743
0 9488 98614
0 16086 86880
0 107 98277
0 17134 92147
0 2978 87705
1 13697 83957
0 5682 90841
0 14733 82740
0 8242 83819
1 15626 92472
0 607 94990
0 12738 88514
0 17583 85792
0 12027 81531
0 7687 85885
1 7895 82636
1 9572 94037
1 18831 89216
0 3614 96802
1 5516 97037
0 3679 91439
1 3412 99499
0 9203 90039
1 8514 93459
0 15463 91879
0 240 81077
0 6769 97188
1 7310 98742
0 19045 91784
1 2893 80132
1 14761 94211
1 14452 96340
0 10582 98707
0 11257 86417
0 14013 98849
0 3782 91371
1 8035 85027
1 7983 87403
0 17570 86823
1 1303 92012
0 18230 91023
1 17427 93874
0 3999 84892
0 14199 89787
1 1118 88489
0 14081 88788
0 5721 89046
1 7108 97678
0 9821 91238
1 16545 99839
1 11225 92745
1 17621 98748
0 10568 84447
0 10512 80256
1 953 97024
1 6218 92255
0 8087 97734
0 7748 91232
1 3473 94557
0 7460 93421
1 18375 85842
1 3634 93718
1 9844 80949
0 17145 98989
0 7162 82426
0 16976 96945
0 9474 96821
1 11047 98879
0 8264 91276
1 8040 92523
1 448 80176
0 5192 84275
1 12563 80919
0 19216 98533
0 15179 86084
1 6372 93714
0 11387 96040
0 10302 84309
0 4691 91484
1 3719 91826
0 12644 99903
1 10084 85848
0 2597 86150
1 10208 91034
0 5853 87490
0 5875 80643
1 14106 84796
0 14687 99590
0 2737 82117
1 16603 94909
1 16530 99668
0 12549 84762
0 552 82619
0 9657 86613
0 18258 92003
1 13227 96974
0 684 80485
0 1146 87597
0 6373 98174
1 8749 98502
1 18636 96131
0 15804 90383
1 10104 89529
0 9962 96614
0 5933 93248
0 16694 94376
0 11869 89569
0 5336 89152
0 17785 99185
0 14772 99129
1 9111 93540
