a0 a
b0001 c101202
b0001 c101210
b0001 c101211
b0001 c101212
b0001 c101220
b0001 c102000
b0001 c102001
b0001 c102002
b0001 c102100
b0001 c102101
b0001 c102110
b0001 c110000
b0001 c110001
b0001 c110002
b0001 c110010
b0001 c110011
b0001 c110020
b0001 c110021
b0001 c111000
b0001 c111001
b0001 c111002
b0001 c111010
b0001 c111020
b0001 c111021
b0001 c111022
b0001 c111100
b0001 c111101
b0001 c111102
b0001 c111110
b0001 c111200
b0001 c111210
b0001 c111220
b0001 c200000
b0001 c200001
b0001 a0000000
b0001 a0000001
b0001 a0001000
b0001 a0001100
b0001 a0001101
b0001 a0001102
b0001 a0001110
b0001 a0001111
b0001 a0001120
b0001 a0001121
b0001 a0001122
b0001 a0010000
b0001 a0010010
b0001 a0010011
b0002 b0010
b0002 b0011
b0002 b0020
b0002 b0021
b0002 b0100
b0002 b0110
b0002 b0111
b0002 b0112
b0002 b0120
b0002 b0121
b0002 c0000
b0002 c0001
b0002 c0002
b0002 c0010
b0002 c0100
b0002 c0200
b0002 c1000
b0002 c1001
b0002 c1010
b0002 c1011
b0002 c1012
b0002 c1020
b0002 c1021
b0002 c1100
b0002 c1110
b0002 c1111
b0002 c1112
b0002 c2000
b0002 a00000
b0002 a00010
b0002 a00011
b0002 a00100
b0002 a00200
b0002 a01000
b0002 a01001
b0002 b00000
b0002 b00001
b0002 b00002
b0002 b00010
b0002 b00020
b0002 b00021
b0002 b00100
b0002 b00101
b0002 b00102
b0002 b00110
b0002 b00111
b0002 b00200
b0002 b00201
b0002 b00202
b0002 b00210
b0002 b01000
b0002 b01001
b0002 b01002
b0002 b01100
b0002 b01101
b0002 b01102
b0002 b01110
b0002 b01120
b0002 b01121
b0002 b01200
b0002 b01210
b0002 b01211
b0002 c00000
b0002 c00001
b0002 c00010
b0002 c00011
b0002 c00012
b0002 c00020
b0002 c00100
b0002 c00101
b0002 c01000
b0002 c02000
b0002 c02001
b0002 c10000
b0002 c10001
b0002 c10002
b0002 c10010
b0002 c10011
b0002 c10100
b0002 c10101
b0002 c10110
b0002 c10111
b0002 c10120
b0002 c10121
b0002 c10122
b0002 c10200
b0002 c10210
b0002 c10211
b0002 c11000
b0002 c11001
b0002 c11002
b0002 c11100
b0002 c11101
b0002 c11102
b0002 c11110
b0002 c11111
b0002 c11120
b0002 c11121
b0002 c11122
b0002 c20000
b0002 a000000
b0002 a000100
b0002 a000110
b0002 a000111
b0002 a000112
b0002 a001000
b0002 a001001
b0002 a001002
b0002 a002000
b0002 a002001
b0002 a002002
b0002 a010000
b0002 a010001
b0002 a010010
b0002 a010011
b0002 a010012
b0002 b000000
b0002 b000001
b0002 b000010
b0002 b000020
b0002 b000100
b0002 b000200
b0002 b000201
b0002 b000210
b0002 b000211
b0002 b000212
b0002 b001000
b0002 b001001
b0002 b001010
b0002 b001011
b0002 b001020
b0002 b001100
b0002 b001110
b0002 b001111
b0002 b001112
b0002 b002000
b0002 b002001
b0002 b002010
b0002 b002011
b0002 b002012
b0002 b002020
b0002 b002021
b0002 b002100
b0002 b002101
b0002 b002102
b0002 b010000
b0002 b010010
b0002 b010020
b0002 b011000
b0002 b011001
b0002 b011002
b0002 b011010
b0002 b011020
b0002 b011021
b0002 b011022
b0002 b011100
b0002 b011200
b0002 b011201
b0002 b011202
b0002 b011210
b0002 b011211
b0002 b011212
b0002 b012000
b0002 b012001
b0002 b012100
b0002 b012110
b0002 b012111
b0002 c000000
b0002 c000010
b0002 c000011
b0002 c000012
b0002 c000100
b0002 c000101
b0002 c000102
b0002 c000110
b0002 c000120
b0002 c000121
b0002 c000200
b0002 c001000
b0002 c001001
b0002 c001010
b0002 c001011
b0002 c010000
b0002 c010001
b0002 c010002
b0002 c020000
b0002 c020010
b0002 c100000
b0002 c100001
b0002 c100010
b0002 c100011
b0002 c100020
b0002 c100100
b0002 c100110
b0002 c100111
b0002 c100112
b0002 c101000
b0002 c101010
b0002 c101011
b0002 c101100
b0002 c101101
b0002 c101102
b0002 c101110
b0002 c101111
b0002 c101200
b0002 c101201
b0002 c101202
b0002 c101210
b0002 c101211
b0002 c101212
b0002 c101220
b0002 c102000
b0002 c102001
b0002 c102002
b0002 c102100
b0002 c102101
b0002 c102110
b0002 c110000
b0002 c110001
b0002 c110002
b0002 c110010
b0002 c110011
b0002 c110020
b0002 c110021
b0002 c111000
b0002 c111001
b0002 c111002
b0002 c111010
b0002 c111020
b0002 c111021
b0002 c111022
b0002 c111100
b0002 c111101
b0002 c111102
b0002 c111110
b0002 c111200
b0002 c111210
b0002 c111220
b0002 c200000
b0002 c200001
b0002 a0000000
b0002 a0000001
b0002 a0001000
b0002 a0001100
b0002 a0001101
b0002 a0001102
b0002 a0001110
b0002 a0001111
b0002 a0001120
b0002 a0001121
b0002 a0001122
b0002 a0010000
b0002 a0010010
b0002 a0010011
b0010 b0011
b0010 b0020
b0010 b0021
b0010 b0100
b0010 b0110
b0010 b0111
b0010 b0112
b0010 b0120
b0010 b0121
b0010 c0000
b0010 c0001
b0010 c0002
b0010 c0010
b0010 c0100
b0010 c0200
b0010 c1000
b0010 c1001
b0010 c1010
b0010 c1011
b0010 c1012
b0010 c1020
b0010 c1021
b0010 c1100
b0010 c1110
b0010 c1111
b0010 c1112
b0010 c2000
b0010 a00000
b0010 a00010
b0010 a00011
b0010 a00100
b0010 a00200
b0010 a01000
b0010 a01001
b0010 b00000
b0010 b00001
b0010 b00002
b0010 b00010
b0010 b00020
b0010 b00021
b0010 b00100
b0010 b00101
b0010 b00102
b0010 b00110
b0010 b00111
b0010 b00200
b0010 b00201
b0010 b00202
b0010 b00210
b0010 b01000
b0010 b01001
b0010 b01002
b0010 b01100
b0010 b01101
b0010 b01102
b0010 b01110
b0010 b01120
b0010 b01121
b0010 b01200
b0010 b01210
b0010 b01211
b0010 c00000
b0010 c00001
b0010 c00010
b0010 c00011
b0010 c00012
b0010 c00020
b0010 c00100
b0010 c00101
b0010 c01000
b0010 c02000
b0010 c02001
b0010 c10000
b0010 c10001
b0010 c10002
b0010 c10010
b0010 c10011
b0010 c10100
b0010 c10101
b0010 c10110
b0010 c10111
b0010 c10120
b0010 c10121
b0010 c10122
b0010 c10200
b0010 c10210
b0010 c10211
b0010 c11000
b0010 c11001
b0010 c11002
b0010 c11100
b0010 c11101
b0010 c11102
b0010 c11110
b0010 c11111
b0010 c11120
b0010 c11121
b0010 c11122
b0010 c20000
b0010 a000000
b0010 a000100
b0010 a000110
b0010 a000111
b0010 a000112
b0010 a001000
b0010 a001001
b0010 a001002
b0010 a002000
b0010 a002001
b0010 a002002
b0010 a010000
b0010 a010001
b0010 a010010
b0010 a010011
b0010 a010012
b0010 b000000
b0010 b000001
b0010 b000010
b0010 b000020
b0010 b000100
b0010 b000200
b0010 b000201
b0010 b000210
b0010 b000211
b0010 b000212
b0010 b001000
b0010 b001001
b0010 b001010
b0010 b001011
b0010 b001020
b0010 b001100
b0010 b001110
b0010 b001111
b0010 b001112
b0010 b002000
b0010 b002001
b0010 b002010
b0010 b002011
b0010 b002012
b0010 b002020
b0010 b002021
b0010 b002100
b0010 b002101
b0010 b002102
b0010 b010000
b0010 b010010
b0010 b010020
b0010 b011000
b0010 b011001
b0010 b011002
b0010 b011010
b0010 b011020
b0010 b011021
b0010 b011022
b0010 b011100
b0010 b011200
b0010 b011201
b0010 b011202
b0010 b011210
b0010 b011211
b0010 b011212
b0010 b012000
b0010 b012001
b0010 b012100
b0010 b012110
b0010 b012111
b0010 c000000
b0010 c000010
b0010 c000011
b0010 c000012
b0010 c000100
b0010 c000101
b0010 c000102
b0010 c000110
b0010 c000120
b0010 c000121
b0010 c000200
b0010 c001000
b0010 c001001
b0010 c001010
b0010 c001011
b0010 c010000
b0010 c010001
b0010 c010002
b0010 c020000
b0010 c020010
b0010 c100000
b0010 c100001
b0010 c100010
b0010 c100011
b0010 c100020
b0010 c100100
b0010 c100110
b0010 c100111
b0010 c100112
b0010 c101000
b0010 c101010
b0010 c101011
b0010 c101100
b0010 c101101
b0010 c101102
b0010 c101110
b0010 c101111
b0010 c101200
b0010 c101201
b0010 c101202
b0010 c101210
b0010 c101211
b0010 c101212
b0010 c101220
b0010 c102000
b0010 c102001
b0010 c102002
b0010 c102100
b0010 c102101
b0010 c102110
b0010 c110000
b0010 c110001
b0010 c110002
b0010 c110010
b0010 c110011
b0010 c110020
b0010 c110021
b0010 c111000
b0010 c111001
b0010 c111002
b0010 c111010
b0010 c111020
b0010 c111021
b0010 c111022
b0010 c111100
b0010 c111101
b0010 c111102
b0010 c111110
b0010 c111200
b0010 c111210
b0010 c111220
b0010 c200000
b0010 c200001
b0010 a0000000
b0010 a0000001
b0010 a0001000
b0010 a0001100
b0010 a0001101
b0010 a0001102
b0010 a0001110
b0010 a0001111
b0010 a0001120
b0010 a0001121
b0010 a0001122
b0010 a0010000
b0010 a0010010
b0010 a0010011
b0011 b0020
b0011 b0021
b0011 b0100
b0011 b0110
b0011 b0111
b0011 b0112
b0011 b0120
b0011 b0121
b0011 c0000
b0011 c0001
b0011 c0002
b0011 c0010
b0011 c0100
b0011 c0200
b0011 c1000
b0011 c1001
b0011 c1010
b0011 c1011
b0011 c1012
b0011 c1020
b0011 c1021
b0011 c1100
b0011 c1110
b0011 c1111
b0011 c1112
b0011 c2000
b0011 a00000
b0011 a00010
b0011 a00011
b0011 a00100
b0011 a00200
b0011 a01000
b0011 a01001
b0011 b00000
b0011 b00001
b0011 b00002
b0011 b00010
b0011 b00020
b0011 b00021
b0011 b00100
b0011 b00101
b0011 b00102
b0011 b00110
b0011 b00111
b0011 b00200
b0011 b00201
b0011 b00202
b0011 b00210
b0011 b01000
b0011 b01001
b0011 b01002
b0011 b01100
b0011 b01101
b0011 b01102
b0011 b01110
b0011 b01120
b0011 b01121
b0011 b01200
b0011 b01210
b0011 b01211
b0011 c00000
b0011 c00001
b0011 c00010
b0011 c00011
b0011 c00012
b0011 c00020
b0011 c00100
b0011 c00101
b0011 c01000
b0011 c02000
b0011 c02001
b0011 c10000
b0011 c10001
b0011 c10002
b0011 c10010
b0011 c10011
b0011 c10100
b0011 c10101
b0011 c10110
b0011 c10111
b0011 c10120
b0011 c10121
b0011 c10122
b0011 c10200
b0011 c10210
b0011 c10211
b0011 c11000
b0011 c11001
b0011 c11002
b0011 c11100
b0011 c11101
b0011 c11102
b0011 c11110
b0011 c11111
b0011 c11120
b0011 c11121
b0011 c11122
b0011 c20000
b0011 a000000
b0011 a000100
b0011 a000110
b0011 a000111
b0011 a000112
b0011 a001000
b0011 a001001
b0011 a001002
b0011 a002000
b0011 a002001
b0011 a002002
b0011 a010000
b0011 a010001
b0011 a010010
b0011 a010011
b0011 a010012
b0011 b000000
b0011 b000001
b0011 b000010
b0011 b000020
b0011 b000100
b0011 b000200
b0011 b000201
b0011 b000210
b0011 b000211
b0011 b000212
b0011 b001000
b0011 b001001
b0011 b001010
b0011 b001011
b0011 b001020
b0011 b001100
b0011 b001110
b0011 b001111
b0011 b001112
b0011 b002000
b0011 b002001
b0011 b002010
b0011 b002011
b0011 b002012
b0011 b002020
b0011 b002021
b0011 b002100
b0011 b002101
b0011 b002102
b0011 b010000
b0011 b010010
b0011 b010020
b0011 b011000
b0011 b011001
b0011 b011002
b0011 b011010
b0011 b011020
b0011 b011021
b0011 b011022
b0011 b011100
b0011 b011200
b0011 b011201
b0011 b011202
b0011 b011210
b0011 b011211
b0011 b011212
b0011 b012000
b0011 b012001
b0011 b012100
b0011 b012110
b0011 b012111
b0011 c000000
b0011 c000010
b0011 c000011
b0011 c000012
b0011 c000100
b0011 c000101
b0011 c000102
b0011 c000110
b0011 c000120
b0011 c000121
b0011 c000200
b0011 c001000
b0011 c001001
b0011 c001010
b0011 c001011
b0011 c010000
b0011 c010001
b0011 c010002
b0011 c020000
b0011 c020010
b0011 c100000
b0011 c100001
b0011 c100010
b0011 c100011
b0011 c100020
b0011 c100100
b0011 c100110
b0011 c100111
b0011 c100112
b0011 c101000
b0011 c101010
b0011 c101011
b0011 c101100
b0011 c101101
b0011 c101102
b0011 c101110
b0011 c101111
b0011 c101200
b0011 c101201
b0011 c101202
b0011 c101210
b0011 c101211
b0011 c101212
b0011 c101220
b0011 c102000
b0011 c102001
b0011 c102002
b0011 c102100
b0011 c102101
b0011 c102110
b0011 c110000
b0011 c110001
b0011 c110002
b0011 c110010
b0011 c110011
b0011 c110020
b0011 c110021
b0011 c111000
b0011 c111001
b0011 c111002
b0011 c111010
b0011 c111020
b0011 c111021
b0011 c111022
b0011 c111100
b0011 c111101
b0011 c111102
b0011 c111110
b0011 c111200
b0011 c111210
b0011 c111220
b0011 c200000
b0011 c200001
b0011 a0000000
b0011 a0000001
b0011 a0001000
b0011 a0001100
b0011 a0001101
b0011 a0001102
b0011 a0001110
b0011 a0001111
b0011 a0001120
b0011 a0001121
b0011 a0001122
b0011 a0010000
b0011 a0010010
b0011 a0010011
b0020 b0021
b0020 b0100
b0020 b0110
b0020 b0111
b0020 b0112
b0020 b0120
b0020 b0121
b0020 c0000
b0020 c0001
b0020 c0002
b0020 c0010
b0020 c0100
b0020 c0200
b0020 c1000
b0020 c1001
b0020 c1010
b0020 c1011
b0020 c1012
b0020 c1020
b0020 c1021
b0020 c1100
b0020 c1110
b0020 c1111
b0020 c1112
b0020 c2000
b0020 a00000
b0020 a00010
b0020 a00011
b0020 a00100
b0020 a00200
b0020 a01000
b0020 a01001
b0020 b00000
b0020 b00001
b0020 b00002
b0020 b00010
b0020 b00020
b0020 b00021
b0020 b00100
b0020 b00101
b0020 b00102
b0020 b00110
b0020 b00111
b0020 b00200
b0020 b00201
b0020 b00202
b0020 b00210
b0020 b01000
b0020 b01001
b0020 b01002
b0020 b01100
b0020 b01101
b0020 b01102
b0020 b01110
b0020 b01120
b0020 b01121
b0020 b01200
b0020 b01210
b0020 b01211
b0020 c00000
b0020 c00001
b0020 c00010
b0020 c00011
b0020 c00012
b0020 c00020
b0020 c00100
b0020 c00101
b0020 c01000
b0020 c02000
b0020 c02001
b0020 c10000
b0020 c10001
b0020 c10002
b0020 c10010
b0020 c10011
b0020 c10100
b0020 c10101
b0020 c10110
b0020 c10111
b0020 c10120
b0020 c10121
b0020 c10122
b0020 c10200
b0020 c10210
b0020 c10211
b0020 c11000
b0020 c11001
b0020 c11002
b0020 c11100
b0020 c11101
b0020 c11102
b0020 c11110
b0020 c11111
b0020 c11120
b0020 c11121
b0020 c11122
b0020 c20000
b0020 a000000
b0020 a000100
b0020 a000110
b0020 a000111
b0020 a000112
b0020 a001000
b0020 a001001
b0020 a001002
b0020 a002000
b0020 a002001
b0020 a002002
b0020 a010000
b0020 a010001
b0020 a010010
b0020 a010011
b0020 a010012
b0020 b000000
b0020 b000001
b0020 b000010
b0020 b000020
b0020 b000100
b0020 b000200
b0020 b000201
b0020 b000210
b0020 b000211
b0020 b000212
b0020 b001000
b0020 b001001
b0020 b001010
b0020 b001011
b0020 b001020
b0020 b001100
b0020 b001110
b0020 b001111
b0020 b001112
b0020 b002000
b0020 b002001
b0020 b002010
b0020 b002011
b0020 b002012
b0020 b002020
b0020 b002021
b0020 b002100
b0020 b002101
b0020 b002102
b0020 b010000
b0020 b010010
b0020 b010020
b0020 b011000
b0020 b011001
b0020 b011002
b0020 b011010
b0020 b011020
b0020 b011021
b0020 b011022
b0020 b011100
b0020 b011200
b0020 b011201
b0020 b011202
b0020 b011210
b0020 b011211
b0020 b011212
b0020 b012000
b0020 b012001
b0020 b012100
b0020 b012110
b0020 b012111
b0020 c000000
b0020 c000010
b0020 c000011
b0020 c000012
b0020 c000100
b0020 c000101
b0020 c000102
b0020 c000110
b0020 c000120
b0020 c000121
b0020 c000200
b0020 c001000
b0020 c001001
b0020 c001010
b0020 c001011
b0020 c010000
b0020 c010001
b0020 c010002
b0020 c020000
b0020 c020010
b0020 c100000
b0020 c100001
b0020 c100010
b0020 c100011
b0020 c100020
b0020 c100100
b0020 c100110
b0020 c100111
b0020 c100112
b0020 c101000
b0020 c101010
b0020 c101011
b0020 c101100
b0020 c101101
b0020 c101102
b0020 c101110
b0020 c101111
b0020 c101200
b0020 c101201
b0020 c101202
b0020 c101210
b0020 c101211
b0020 c101212
b0020 c101220
b0020 c102000
b0020 c102001
b0020 c102002
b0020 c102100
b0020 c102101
b0020 c102110
b0020 c110000
b0020 c110001
b0020 c110002
b0020 c110010
b0020 c110011
b0020 c110020
b0020 c110021
b0020 c111000
b0020 c111001
b0020 c111002
b0020 c111010
b0020 c111020
b0020 c111021
b0020 c111022
b0020 c111100
b0020 c111101
b0020 c111102
b0020 c111110
b0020 c111200
b0020 c111210
b0020 c111220
b0020 c200000
b0020 c200001
b0020 a0000000
b0020 a0000001
b0020 a0001000
b0020 a0001100
b0020 a0001101
b0020 a0001102
b0020 a0001110
b0020 a0001111
b0020 a0001120
b0020 a0001121
b0020 a0001122
b0020 a0010000
b0020 a0010010
b0020 a0010011
b0021 b0100
b0021 b0110
b0021 b0111
b0021 b0112
b0021 b0120
b0021 b0121
b0021 c0000
b0021 c0001
b0021 c0002
b0021 c0010
b0021 c0100
b0021 c0200
b0021 c1000
b0021 c1001
b0021 c1010
b0021 c1011
b0021 c1012
b0021 c1020
b0021 c1021
b0021 c1100
b0021 c1110
b0021 c1111
b0021 c1112
b0021 c2000
b0021 a00000
b0021 a00010
b0021 a00011
b0021 a00100
b0021 a00200
b0021 a01000
b0021 a01001
b0021 b00000
b0021 b00001
b0021 b00002
b0021 b00010
b0021 b00020
b0021 b00021
b0021 b00100
b0021 b00101
b0021 b00102
b0021 b00110
b0021 b00111
b0021 b00200
b0021 b00201
b0021 b00202
b0021 b00210
b0021 b01000
b0021 b01001
b0021 b01002
b0021 b01100
b0021 b01101
b0021 b01102
b0021 b01110
b0021 b01120
b0021 b01121
b0021 b01200
b0021 b01210
b0021 b01211
b0021 c00000
b0021 c00001
b0021 c00010
b0021 c00011
b0021 c00012
b0021 c00020
b0021 c00100
b0021 c00101
b0021 c01000
b0021 c02000
b0021 c02001
b0021 c10000
b0021 c10001
b0021 c10002
b0021 c10010
b0021 c10011
b0021 c10100
b0021 c10101
b0021 c10110
b0021 c10111
b0021 c10120
b0021 c10121
b0021 c10122
b0021 c10200
b0021 c10210
b0021 c10211
b0021 c11000
b0021 c11001
b0021 c11002
b0021 c11100
b0021 c11101
b0021 c11102
b0021 c11110
b0021 c11111
b0021 c11120
b0021 c11121
b0021 c11122
b0021 c20000
b0021 a000000
b0021 a000100
b0021 a000110
b0021 a000111
b0021 a000112
b0021 a001000
b0021 a001001
b0021 a001002
b0021 a002000
b0021 a002001
b0021 a002002
b0021 a010000
b0021 a010001
b0021 a010010
b0021 a010011
b0021 a010012
b0021 b000000
b0021 b000001
b0021 b000010
b0021 b000020
b0021 b000100
b0021 b000200
b0021 b000201
b0021 b000210
b0021 b000211
b0021 b000212
b0021 b001000
b0021 b001001
b0021 b001010
b0021 b001011
b0021 b001020
b0021 b001100
b0021 b001110
b0021 b001111
b0021 b001112
b0021 b002000
b0021 b002001
b0021 b002010
b0021 b002011
b0021 b002012
b0021 b002020
b0021 b002021
b0021 b002100
b0021 b002101
b0021 b002102
b0021 b010000
b0021 b010010
b0021 b010020
b0021 b011000
b0021 b011001
b0021 b011002
b0021 b011010
b0021 b011020
b0021 b011021
b0021 b011022
b0021 b011100
b0021 b011200
b0021 b011201
b0021 b011202
b0021 b011210
b0021 b011211
b0021 b011212
b0021 b012000
b0021 b012001
b0021 b012100
b0021 b012110
b0021 b012111
b0021 c000000
b0021 c000010
b0021 c000011
b0021 c000012
b0021 c000100
b0021 c000101
b0021 c000102
b0021 c000110
b0021 c000120
b0021 c000121
b0021 c000200
b0021 c001000
b0021 c001001
b0021 c001010
b0021 c001011
b0021 c010000
b0021 c010001
b0021 c010002
b0021 c020000
b0021 c020010
b0021 c100000
b0021 c100001
b0021 c100010
b0021 c100011
b0021 c100020
b0021 c100100
b0021 c100110
b0021 c100111
b0021 c100112
b0021 c101000
b0021 c101010
b0021 c101011
b0021 c101100
b0021 c101101
b0021 c101102
b0021 c101110
b0021 c101111
b0021 c101200
b0021 c101201
b0021 c101202
b0021 c101210
b0021 c101211
b0021 c101212
b0021 c101220
b0021 c102000
b0021 c102001
b0021 c102002
b0021 c102100
b0021 c102101
b0021 c102110
b0021 c110000
b0021 c110001
b0021 c110002
b0021 c110010
b0021 c110011
b0021 c110020
b0021 c110021
b0021 c111000
b0021 c111001
b0021 c111002
b0021 c111010
b0021 c111020
b0021 c111021
b0021 c111022
b0021 c111100
b0021 c111101
b0021 c111102
b0021 c111110
b0021 c111200
b0021 c111210
b0021 c111220
b0021 c200000
b0021 c200001
b0021 a0000000
b0021 a0000001
b0021 a0001000
b0021 a0001100
b0021 a0001101
b0021 a0001102
b0021 a0001110
b0021 a0001111
b0021 a0001120
b0021 a0001121
b0021 a0001122
b0021 a0010000
b0021 a0010010
b0021 a0010011
b0100 b0110
b0100 b0111
b0100 b0112
b0100 b0120
b0100 b0121
b0100 c0000
b0100 c0001
b0100 c0002
b0100 c0010
b0100 c0100
b0100 c0200
b0100 c1000
b0100 c1001
b0100 c1010
b0100 c1011
b0100 c1012
b0100 c1020
b0100 c1021
b0100 c1100
b0100 c1110
b0100 c1111
b0100 c1112
b0100 c2000
b0100 a00000
b0100 a00010
b0100 a00011
b0100 a00100
b0100 a00200
b0100 a01000
b0100 a01001
b0100 b00000
b0100 b00001
b0100 b00002
b0100 b00010
b0100 b00020
b0100 b00021
b0100 b00100
b0100 b00101
b0100 b00102
b0100 b00110
b0100 b00111
b0100 b00200
b0100 b00201
b0100 b00202
b0100 b00210
b0100 b01000
b0100 b01001
b0100 b01002
b0100 b01100
b0100 b01101
b0100 b01102
b0100 b01110
b0100 b01120
b0100 b01121
b0100 b01200
b0100 b01210
b0100 b01211
b0100 c00000
b0100 c00001
b0100 c00010
b0100 c00011
b0100 c00012
b0100 c00020
b0100 c00100
b0100 c00101
b0100 c01000
b0100 c02000
b0100 c02001
b0100 c10000
b0100 c10001
b0100 c10002
b0100 c10010
b0100 c10011
b0100 c10100
b0100 c10101
b0100 c10110
b0100 c10111
b0100 c10120
b0100 c10121
b0100 c10122
b0100 c10200
b0100 c10210
b0100 c10211
b0100 c11000
b0100 c11001
b0100 c11002
b0100 c11100
b0100 c11101
b0100 c11102
b0100 c11110
b0100 c11111
b0100 c11120
b0100 c11121
b0100 c11122
b0100 c20000
b0100 a000000
b0100 a000100
b0100 a000110
b0100 a000111
b0100 a000112
b0100 a001000
b0100 a001001
b0100 a001002
b0100 a002000
b0100 a002001
b0100 a002002
b0100 a010000
b0100 a010001
b0100 a010010
b0100 a010011
b0100 a010012
b0100 b000000
b0100 b000001
b0100 b000010
b0100 b000020
b0100 b000100
b0100 b000200
b0100 b000201
b0100 b000210
b0100 b000211
b0100 b000212
b0100 b001000
b0100 b001001
b0100 b001010
b0100 b001011
b0100 b001020
b0100 b001100
b0100 b001110
b0100 b001111
b0100 b001112
b0100 b002000
b0100 b002001
b0100 b002010
b0100 b002011
b0100 b002012
b0100 b002020
b0100 b002021
b0100 b002100
b0100 b002101
b0100 b002102
b0100 b010000
b0100 b010010
b0100 b010020
b0100 b011000
b0100 b011001
b0100 b011002
b0100 b011010
b0100 b011020
b0100 b011021
b0100 b011022
b0100 b011100
b0100 b011200
b0100 b011201
b0100 b011202
b0100 b011210
b0100 b011211
b0100 b011212
b0100 b012000
b0100 b012001
b0100 b012100
b0100 b012110
b0100 b012111
b0100 c000000
b0100 c000010
b0100 c000011
b0100 c000012
b0100 c000100
b0100 c000101
b0100 c000102
b0100 c000110
b0100 c000120
b0100 c000121
b0100 c000200
b0100 c001000
b0100 c001001
b0100 c001010
b0100 c001011
b0100 c010000
b0100 c010001
b0100 c010002
b0100 c020000
b0100 c020010
b0100 c100000
b0100 c100001
b0100 c100010
b0100 c100011
b0100 c100020
b0100 c100100
b0100 c100110
b0100 c100111
b0100 c100112
b0100 c101000
b0100 c101010
b0100 c101011
b0100 c101100
b0100 c101101
b0100 c101102
b0100 c101110
b0100 c101111
b0100 c101200
b0100 c101201
b0100 c101202
b0100 c101210
b0100 c101211
b0100 c101212
b0100 c101220
b0100 c102000
b0100 c102001
b0100 c102002
b0100 c102100
b0100 c102101
b0100 c102110
b0100 c110000
b0100 c110001
b0100 c110002
b0100 c110010
b0100 c110011
b0100 c110020
b0100 c110021
b0100 c111000
b0100 c111001
b0100 c111002
b0100 c111010
b0100 c111020
b0100 c111021
b0100 c111022
b0100 c111100
b0100 c111101
b0100 c111102
b0100 c111110
b0100 c111200
b0100 c111210
b0100 c111220
b0100 c200000
b0100 c200001
b0100 a0000000
b0100 a0000001
b0100 a0001000
b0100 a0001100
b0100 a0001101
b0100 a0001102
b0100 a0001110
b0100 a0001111
b0100 a0001120
b0100 a0001121
b0100 a0001122
b0100 a0010000
b0100 a0010010
b0100 a0010011
b0110 b0111
b0110 b0112
b0110 b0120
b0110 b0121
b0110 c0000
b0110 c0001
b0110 c0002
b0110 c0010
b0110 c0100
b0110 c0200
b0110 c1000
b0110 c1001
b0110 c1010
b0110 c1011
b0110 c1012
b0110 c1020
b0110 c1021
b0110 c1100
b0110 c1110
b0110 c1111
b0110 c1112
b0110 c2000
b0110 a00000
b0110 a00010
b0110 a00011
b0110 a00100
b0110 a00200
b0110 a01000
b0110 a01001
b0110 b00000
b0110 b00001
b0110 b00002
b0110 b00010
b0110 b00020
b0110 b00021
b0110 b00100
b0110 b00101
b0110 b00102
b0110 b00110
b0110 b00111
b0110 b00200
b0110 b00201
b0110 b00202
b0110 b00210
b0110 b01000
b0110 b01001
b0110 b01002
b0110 b01100
b0110 b01101
b0110 b01102
b0110 b01110
b0110 b01120
b0110 b01121
b0110 b01200
b0110 b01210
b0110 b01211
b0110 c00000
b0110 c00001
b0110 c00010
b0110 c00011
b0110 c00012
b0110 c00020
b0110 c00100
b0110 c00101
b0110 c01000
b0110 c02000
b0110 c02001
b0110 c10000
b0110 c10001
b0110 c10002
b0110 c10010
b0110 c10011
b0110 c10100
b0110 c10101
b0110 c10110
b0110 c10111
b0110 c10120
b0110 c10121
b0110 c10122
b0110 c10200
b0110 c10210
b0110 c10211
b0110 c11000
b0110 c11001
b0110 c11002
b0110 c11100
b0110 c11101
b0110 c11102
b0110 c11110
b0110 c11111
b0110 c11120
b0110 c11121
b0110 c11122
b0110 c20000
b0110 a000000
b0110 a000100
b0110 a000110
b0110 a000111
b0110 a000112
b0110 a001000
b0110 a001001
b0110 a001002
b0110 a002000
b0110 a002001
b0110 a002002
b0110 a010000
b0110 a010001
b0110 a010010
b0110 a010011
b0110 a010012
b0110 b000000
b0110 b000001
b0110 b000010
b0110 b000020
b0110 b000100
b0110 b000200
b0110 b000201
b0110 b000210
b0110 b000211
b0110 b000212
b0110 b001000
b0110 b001001
b0110 b001010
b0110 b001011
b0110 b001020
b0110 b001100
b0110 b001110
b0110 b001111
b0110 b001112
b0110 b002000
b0110 b002001
b0110 b002010
b0110 b002011
b0110 b002012
b0110 b002020
b0110 b002021
b0110 b002100
b0110 b002101
b0110 b002102
b0110 b010000
b0110 b010010
b0110 b010020
b0110 b011000
b0110 b011001
b0110 b011002
b0110 b011010
b0110 b011020
b0110 b011021
b0110 b011022
b0110 b011100
b0110 b011200
b0110 b011201
b0110 b011202
b0110 b011210
b0110 b011211
b0110 b011212
b0110 b012000
b0110 b012001
b0110 b012100
b0110 b012110
b0110 b012111
b0110 c000000
b0110 c000010
b0110 c000011
b0110 c000012
b0110 c000100
b0110 c000101
b0110 c000102
b0110 c000110
b0110 c000120
b0110 c000121
b0110 c000200
b0110 c001000
b0110 c001001
b0110 c001010
b0110 c001011
b0110 c010000
b0110 c010001
b0110 c010002
b0110 c020000
