a0 a
a011 a011001
a011 a011002
a011 b000000
a011 b000001
a011 b000010
a011 b000011
a011 b000100
a011 b000101
a011 b000102
a011 b000200
a011 b000201
a011 b000202
a011 b010000
a011 b010001
a011 b010010
a011 b010011
a011 b010100
a011 b010101
a011 b010102
a011 c000000
a011 c000001
a011 c000010
a011 c001000
a011 c001001
a011 c001002
a011 c001100
a011 c001110
a011 a0000000
a011 a0000010
a011 a0000011
a011 a0000100
a011 a0000101
a011 a0000102
a011 a0000110
a011 a0000111
a011 a0000112
a011 a0000200
a011 a0000210
a011 a0000211
a011 a0001000
a011 a0001001
a011 a0001010
a011 a0001011
a011 a0001100
a011 a0001101
a011 a0001102
a011 a0001110
a011 a0001120
a011 a0001121
a011 a0001122
a011 a0001200
a011 a0001210
a011 a0001211
a011 a0002000
a011 a0002001
a011 a0002100
a011 a0002101
a011 a0002102
a011 a0002110
a011 a0002111
a011 a0010000
a011 a0010010
a011 a0010020
a011 a0010100
a011 a0010101
a011 a0010110
a011 a0010111
a011 a0010200
a011 a0011000
a011 a0011100
a011 a0011110
a011 a0011111
a011 a0011200
a011 a0011210
a011 a0011211
a011 a0011220
a011 a0011221
a011 a0011222
a011 a0020000
a011 a0020010
a011 a0020011
a011 a0020020
a011 a0020021
a011 a0020022
a011 a0021000
a011 a0021010
a011 a0100000
a011 a0100001
a011 a0110000
a011 a0110010
a011 a0110011
a011 a0110020
a011 b0000000
a011 b0000001
a011 b0000010
a011 b0000011
a011 b0000012
a011 b0000100
a011 b0000110
a011 b0000111
a011 b0000112
a011 b0001000
a011 b0001001
a011 b0001002
a011 b0001010
a011 b0001020
a011 b0002000
a011 b0002001
a011 b0002010
a011 b0002020
a011 b0002021
a011 b0100000
a011 b0100001
a011 b0100010
a011 b0100100
a011 b0100101
a011 b0100110
a011 b0101000
a011 b0101001
a011 b0101002
a011 b0101010
a011 b0101011
a011 b0101012
a011 b0101020
a011 b0101021
a011 c0000000
a011 c0000001
a011 c0000002
a011 c0000010
a011 c0000011
a011 c0000100
a011 c0000101
a011 c0010000
a011 c0010001
a011 c0010010
a011 c0010020
a011 c0010021
a011 c0011000
a011 c0011001
a011 c0011002
a011 c0011100
a011 a00000000
a011 a00000001
a011 a00000002
a011 a00000100
a011 a00000110
a011 a00000111
a011 a00001000
a011 a00001010
a011 a00001011
a011 a00001020
a011 a00001021
a011 a00001022
a011 a00001100
a011 a00001101
a011 a00001110
a011 a00001120
a011 a00001121
a011 a00001122
a011 a00002000
a011 a00002001
a011 a00002100
a011 a00002110
a011 a00010000
a011 a00010001
a011 a00010010
a011 a00010011
a011 a00010100
a011 a00010110
a011 a00010111
a011 a00010112
a011 a00011000
a011 a00011010
a011 a00011011
a011 a00011020
a011 a00011021
a011 a00011100
a011 a00011200
a011 a00011210
a011 a00011211
a011 a00011220
a011 a00011221
a011 a00012000
a011 a00012100
a011 a00012101
a011 a00012102
a011 a00012110
a011 a00020000
a011 a00020001
a011 a00020010
a011 a00021000
a011 a00021001
a011 a00021002
a011 a00021010
a011 a00021011
a011 a00021020
a011 a00021100
a011 a00021101
b000 b010
b000 c000
b000 c001
b000 a0000
b000 a0001
b000 a0002
b000 a0010
b000 a0011
b000 a0020
b000 a0021
b000 a0100
b000 a0110
b000 b0000
b000 b0001
b000 b0002
b000 b0100
b000 b0101
b000 c0000
b000 c0010
b000 c0011
b000 a00000
b000 a00001
b000 a00002
b000 a00010
b000 a00011
b000 a00012
b000 a00020
b000 a00021
b000 a00100
b000 a00101
b000 a00102
b000 a00110
b000 a00111
b000 a00112
b000 a00200
b000 a00210
b000 a01000
b000 a01100
b000 b00000
b000 b00001
b000 b00010
b000 b00020
b000 b01000
b000 b01001
b000 b01010
b000 c00000
b000 c00001
b000 c00100
b000 c00110
b000 c00111
b000 a000000
b000 a000001
b000 a000010
b000 a000011
b000 a000020
b000 a000021
b000 a000100
b000 a000101
b000 a000110
b000 a000111
b000 a000112
b000 a000120
b000 a000121
b000 a000200
b000 a000210
b000 a000211
b000 a001000
b000 a001001
b000 a001002
b000 a001010
b000 a001011
b000 a001020
b000 a001100
b000 a001110
b000 a001111
b000 a001120
b000 a001121
b000 a001122
b000 a002000
b000 a002001
b000 a002002
b000 a002100
b000 a002101
b000 a010000
b000 a011000
b000 a011001
b000 a011002
b000 b000000
b000 b000001
b000 b000010
b000 b000011
b000 b000100
b000 b000101
b000 b000102
b000 b000200
b000 b000201
b000 b000202
b000 b010000
b000 b010001
b000 b010010
b000 b010011
b000 b010100
b000 b010101
b000 b010102
b000 c000000
b000 c000001
b000 c000010
b000 c001000
b000 c001001
b000 c001002
b000 c001100
b000 c001110
b000 a0000000
b000 a0000010
b000 a0000011
b000 a0000100
b000 a0000101
b000 a0000102
b000 a0000110
b000 a0000111
b000 a0000112
b000 a0000200
b000 a0000210
b000 a0000211
b000 a0001000
b000 a0001001
b000 a0001010
b000 a0001011
b000 a0001100
b000 a0001101
b000 a0001102
b000 a0001110
b000 a0001120
b000 a0001121
b000 a0001122
b000 a0001200
b000 a0001210
b000 a0001211
b000 a0002000
b000 a0002001
b000 a0002100
b000 a0002101
b000 a0002102
b000 a0002110
b000 a0002111
b000 a0010000
b000 a0010010
b000 a0010020
b000 a0010100
b000 a0010101
b000 a0010110
b000 a0010111
b000 a0010200
b000 a0011000
b000 a0011100
b000 a0011110
b000 a0011111
b000 a0011200
b000 a0011210
b000 a0011211
b000 a0011220
b000 a0011221
b000 a0011222
b000 a0020000
b000 a0020010
b000 a0020011
b000 a0020020
b000 a0020021
b000 a0020022
b000 a0021000
b000 a0021010
b000 a0100000
b000 a0100001
b000 a0110000
b000 a0110010
b000 a0110011
b000 a0110020
b000 b0000000
b000 b0000001
b000 b0000010
b000 b0000011
b000 b0000012
b000 b0000100
b000 b0000110
b000 b0000111
b000 b0000112
b000 b0001000
b000 b0001001
b000 b0001002
b000 b0001010
b000 b0001020
b000 b0002000
b000 b0002001
b000 b0002010
b000 b0002020
b000 b0002021
b000 b0100000
b000 b0100001
b000 b0100010
b000 b0100100
b000 b0100101
b000 b0100110
b000 b0101000
b000 b0101001
b000 b0101002
b000 b0101010
b000 b0101011
b000 b0101012
b000 b0101020
b000 b0101021
b000 c0000000
b000 c0000001
b000 c0000002
b000 c0000010
b000 c0000011
b000 c0000100
b000 c0000101
b000 c0010000
b000 c0010001
b000 c0010010
b000 c0010020
b000 c0010021
b000 c0011000
b000 c0011001
b000 c0011002
b000 c0011100
b000 a00000000
b000 a00000001
b000 a00000002
b000 a00000100
b000 a00000110
b000 a00000111
b000 a00001000
b000 a00001010
b000 a00001011
b000 a00001020
b000 a00001021
b000 a00001022
b000 a00001100
b000 a00001101
b000 a00001110
b000 a00001120
b000 a00001121
b000 a00001122
b000 a00002000
b000 a00002001
b000 a00002100
b000 a00002110
b000 a00010000
b000 a00010001
b000 a00010010
b000 a00010011
b000 a00010100
b000 a00010110
b000 a00010111
b000 a00010112
b000 a00011000
b000 a00011010
b000 a00011011
b000 a00011020
b000 a00011021
b000 a00011100
b000 a00011200
b000 a00011210
b000 a00011211
b000 a00011220
b000 a00011221
b000 a00012000
b000 a00012100
b000 a00012101
b000 a00012102
b000 a00012110
b000 a00020000
b000 a00020001
b000 a00020010
b000 a00021000
b000 a00021001
b000 a00021002
b000 a00021010
b000 a00021011
b000 a00021020
b000 a00021100
b000 a00021101
b010 c000
b010 c001
b010 a0000
b010 a0001
b010 a0002
b010 a0010
b010 a0011
b010 a0020
b010 a0021
b010 a0100
b010 a0110
b010 b0000
b010 b0001
b010 b0002
b010 b0100
b010 b0101
b010 c0000
b010 c0010
b010 c0011
b010 a00000
b010 a00001
b010 a00002
b010 a00010
b010 a00011
b010 a00012
b010 a00020
b010 a00021
b010 a00100
b010 a00101
b010 a00102
b010 a00110
b010 a00111
b010 a00112
b010 a00200
b010 a00210
b010 a01000
b010 a01100
b010 b00000
b010 b00001
b010 b00010
b010 b00020
b010 b01000
b010 b01001
b010 b01010
b010 c00000
b010 c00001
b010 c00100
b010 c00110
b010 c00111
b010 a000000
b010 a000001
b010 a000010
b010 a000011
b010 a000020
b010 a000021
b010 a000100
b010 a000101
b010 a000110
b010 a000111
b010 a000112
b010 a000120
b010 a000121
b010 a000200
b010 a000210
b010 a000211
b010 a001000
b010 a001001
b010 a001002
b010 a001010
b010 a001011
b010 a001020
b010 a001100
b010 a001110
b010 a001111
b010 a001120
b010 a001121
b010 a001122
b010 a002000
b010 a002001
b010 a002002
b010 a002100
b010 a002101
b010 a010000
b010 a011000
b010 a011001
b010 a011002
b010 b000000
b010 b000001
b010 b000010
b010 b000011
b010 b000100
b010 b000101
b010 b000102
b010 b000200
b010 b000201
b010 b000202
b010 b010000
b010 b010001
b010 b010010
b010 b010011
b010 b010100
b010 b010101
b010 b010102
b010 c000000
b010 c000001
b010 c000010
b010 c001000
b010 c001001
b010 c001002
b010 c001100
b010 c001110
b010 a0000000
b010 a0000010
b010 a0000011
b010 a0000100
b010 a0000101
b010 a0000102
b010 a0000110
b010 a0000111
b010 a0000112
b010 a0000200
b010 a0000210
b010 a0000211
b010 a0001000
b010 a0001001
b010 a0001010
b010 a0001011
b010 a0001100
b010 a0001101
b010 a0001102
b010 a0001110
b010 a0001120
b010 a0001121
b010 a0001122
b010 a0001200
b010 a0001210
b010 a0001211
b010 a0002000
b010 a0002001
b010 a0002100
b010 a0002101
b010 a0002102
b010 a0002110
b010 a0002111
b010 a0010000
b010 a0010010
b010 a0010020
b010 a0010100
b010 a0010101
b010 a0010110
b010 a0010111
b010 a0010200
b010 a0011000
b010 a0011100
b010 a0011110
b010 a0011111
b010 a0011200
b010 a0011210
b010 a0011211
b010 a0011220
b010 a0011221
b010 a0011222
b010 a0020000
b010 a0020010
b010 a0020011
b010 a0020020
b010 a0020021
b010 a0020022
b010 a0021000
b010 a0021010
b010 a0100000
b010 a0100001
b010 a0110000
b010 a0110010
b010 a0110011
b010 a0110020
b010 b0000000
b010 b0000001
b010 b0000010
b010 b0000011
b010 b0000012
b010 b0000100
b010 b0000110
b010 b0000111
b010 b0000112
b010 b0001000
b010 b0001001
b010 b0001002
b010 b0001010
b010 b0001020
b010 b0002000
b010 b0002001
b010 b0002010
b010 b0002020
b010 b0002021
b010 b0100000
b010 b0100001
b010 b0100010
b010 b0100100
b010 b0100101
b010 b0100110
b010 b0101000
b010 b0101001
b010 b0101002
b010 b0101010
b010 b0101011
b010 b0101012
b010 b0101020
b010 b0101021
b010 c0000000
b010 c0000001
b010 c0000002
b010 c0000010
b010 c0000011
b010 c0000100
b010 c0000101
b010 c0010000
b010 c0010001
b010 c0010010
b010 c0010020
b010 c0010021
b010 c0011000
b010 c0011001
b010 c0011002
b010 c0011100
b010 a00000000
b010 a00000001
b010 a00000002
b010 a00000100
b010 a00000110
b010 a00000111
b010 a00001000
b010 a00001010
b010 a00001011
b010 a00001020
b010 a00001021
b010 a00001022
b010 a00001100
b010 a00001101
b010 a00001110
b010 a00001120
b010 a00001121
b010 a00001122
b010 a00002000
b010 a00002001
b010 a00002100
b010 a00002110
b010 a00010000
b010 a00010001
b010 a00010010
b010 a00010011
b010 a00010100
b010 a00010110
b010 a00010111
b010 a00010112
b010 a00011000
b010 a00011010
b010 a00011011
b010 a00011020
b010 a00011021
b010 a00011100
b010 a00011200
b010 a00011210
b010 a00011211
b010 a00011220
b010 a00011221
b010 a00012000
b010 a00012100
b010 a00012101
b010 a00012102
b010 a00012110
b010 a00020000
b010 a00020001
b010 a00020010
b010 a00021000
b010 a00021001
b010 a00021002
b010 a00021010
b010 a00021011
b010 a00021020
b010 a00021100
b010 a00021101
c000 c001
c000 a0000
c000 a0001
c000 a0002
c000 a0010
c000 a0011
c000 a0020
c000 a0021
c000 a0100
c000 a0110
c000 b0000
c000 b0001
c000 b0002
c000 b0100
c000 b0101
c000 c0000
c000 c0010
c000 c0011
c000 a00000
c000 a00001
c000 a00002
c000 a00010
c000 a00011
c000 a00012
c000 a00020
c000 a00021
c000 a00100
c000 a00101
c000 a00102
c000 a00110
c000 a00111
c000 a00112
c000 a00200
c000 a00210
c000 a01000
c000 a01100
c000 b00000
c000 b00001
c000 b00010
c000 b00020
c000 b01000
c000 b01001
c000 b01010
c000 c00000
c000 c00001
c000 c00100
c000 c00110
c000 c00111
c000 a000000
c000 a000001
c000 a000010
c000 a000011
c000 a000020
c000 a000021
c000 a000100
c000 a000101
c000 a000110
c000 a000111
c000 a000112
c000 a000120
c000 a000121
c000 a000200
c000 a000210
c000 a000211
c000 a001000
c000 a001001
c000 a001002
c000 a001010
c000 a001011
c000 a001020
c000 a001100
c000 a001110
c000 a001111
c000 a001120
c000 a001121
c000 a001122
c000 a002000
c000 a002001
c000 a002002
c000 a002100
c000 a002101
c000 a010000
c000 a011000
c000 a011001
c000 a011002
c000 b000000
c000 b000001
c000 b000010
c000 b000011
c000 b000100
c000 b000101
c000 b000102
c000 b000200
c000 b000201
c000 b000202
c000 b010000
c000 b010001
c000 b010010
c000 b010011
c000 b010100
c000 b010101
c000 b010102
c000 c000000
c000 c000001
c000 c000010
c000 c001000
c000 c001001
c000 c001002
c000 c001100
c000 c001110
c000 a0000000
c000 a0000010
c000 a0000011
c000 a0000100
c000 a0000101
c000 a0000102
c000 a0000110
c000 a0000111
c000 a0000112
c000 a0000200
c000 a0000210
c000 a0000211
c000 a0001000
c000 a0001001
c000 a0001010
c000 a0001011
c000 a0001100
c000 a0001101
c000 a0001102
c000 a0001110
c000 a0001120
c000 a0001121
c000 a0001122
c000 a0001200
c000 a0001210
c000 a0001211
c000 a0002000
c000 a0002001
c000 a0002100
c000 a0002101
c000 a0002102
c000 a0002110
c000 a0002111
c000 a0010000
c000 a0010010
c000 a0010020
c000 a0010100
c000 a0010101
c000 a0010110
c000 a0010111
c000 a0010200
c000 a0011000
c000 a0011100
c000 a0011110
c000 a0011111
c000 a0011200
c000 a0011210
c000 a0011211
c000 a0011220
c000 a0011221
c000 a0011222
c000 a0020000
c000 a0020010
c000 a0020011
c000 a0020020
c000 a0020021
c000 a0020022
c000 a0021000
c000 a0021010
c000 a0100000
c000 a0100001
c000 a0110000
c000 a0110010
c000 a0110011
c000 a0110020
c000 b0000000
c000 b0000001
c000 b0000010
c000 b0000011
c000 b0000012
c000 b0000100
c000 b0000110
c000 b0000111
c000 b0000112
c000 b0001000
c000 b0001001
c000 b0001002
c000 b0001010
c000 b0001020
c000 b0002000
c000 b0002001
c000 b0002010
c000 b0002020
c000 b0002021
c000 b0100000
c000 b0100001
c000 b0100010
c000 b0100100
c000 b0100101
c000 b0100110
c000 b0101000
c000 b0101001
c000 b0101002
c000 b0101010
c000 b0101011
c000 b0101012
c000 b0101020
c000 b0101021
c000 c0000000
c000 c0000001
c000 c0000002
c000 c0000010
c000 c0000011
c000 c0000100
c000 c0000101
c000 c0010000
c000 c0010001
c000 c0010010
c000 c0010020
c000 c0010021
c000 c0011000
c000 c0011001
c000 c0011002
c000 c0011100
c000 a00000000
c000 a00000001
c000 a00000002
c000 a00000100
c000 a00000110
c000 a00000111
c000 a00001000
c000 a00001010
c000 a00001011
c000 a00001020
c000 a00001021
c000 a00001022
c000 a00001100
c000 a00001101
c000 a00001110
c000 a00001120
c000 a00001121
c000 a00001122
c000 a00002000
c000 a00002001
c000 a00002100
c000 a00002110
c000 a00010000
c000 a00010001
c000 a00010010
c000 a00010011
c000 a00010100
c000 a00010110
c000 a00010111
c000 a00010112
c000 a00011000
c000 a00011010
c000 a00011011
c000 a00011020
c000 a00011021
c000 a00011100
c000 a00011200
c000 a00011210
c000 a00011211
c000 a00011220
c000 a00011221
c000 a00012000
c000 a00012100
c000 a00012101
c000 a00012102
c000 a00012110
c000 a00020000
c000 a00020001
c000 a00020010
c000 a00021000
c000 a00021001
c000 a00021002
c000 a00021010
c000 a00021011
c000 a00021020
c000 a00021100
c000 a00021101
c001 a0000
c001 a0001
c001 a0002
c001 a0010
c001 a0011
c001 a0020
c001 a0021
c001 a0100
c001 a0110
c001 b0000
c001 b0001
c001 b0002
c001 b0100
c001 b0101
c001 c0000
c001 c0010
c001 c0011
c001 a00000
c001 a00001
c001 a00002
c001 a00010
c001 a00011
c001 a00012
c001 a00020
c001 a00021
c001 a00100
c001 a00101
c001 a00102
c001 a00110
c001 a00111
c001 a00112
c001 a00200
c001 a00210
c001 a01000
c001 a01100
c001 b00000
c001 b00001
c001 b00010
c001 b00020
c001 b01000
c001 b01001
c001 b01010
c001 c00000
c001 c00001
c001 c00100
c001 c00110
c001 c00111
c001 a000000
c001 a000001
c001 a000010
c001 a000011
c001 a000020
c001 a000021
c001 a000100
c001 a000101
c001 a000110
c001 a000111
c001 a000112
c001 a000120
c001 a000121
c001 a000200
c001 a000210
c001 a000211
c001 a001000
c001 a001001
c001 a001002
c001 a001010
c001 a001011
c001 a001020
c001 a001100
c001 a001110
c001 a001111
c001 a001120
c001 a001121
c001 a001122
c001 a002000
c001 a002001
c001 a002002
c001 a002100
c001 a002101
c001 a010000
c001 a011000
c001 a011001
c001 a011002
c001 b000000
c001 b000001
c001 b000010
c001 b000011
c001 b000100
c001 b000101
c001 b000102
c001 b000200
c001 b000201
c001 b000202
c001 b010000
c001 b010001
c001 b010010
c001 b010011
c001 b010100
c001 b010101
c001 b010102
c001 c000000
c001 c000001
c001 c000010
c001 c001000
c001 c001001
c001 c001002
c001 c001100
c001 c001110
c001 a0000000
c001 a0000010
c001 a0000011
c001 a0000100
c001 a0000101
c001 a0000102
c001 a0000110
c001 a0000111
c001 a0000112
c001 a0000200
c001 a0000210
c001 a0000211
c001 a0001000
c001 a0001001
c001 a0001010
c001 a0001011
c001 a0001100
c001 a0001101
c001 a0001102
c001 a0001110
c001 a0001120
c001 a0001121
c001 a0001122
c001 a0001200
c001 a0001210
c001 a0001211
c001 a0002000
c001 a0002001
c001 a0002100
c001 a0002101
c001 a0002102
c001 a0002110
c001 a0002111
c001 a0010000
c001 a0010010
c001 a0010020
c001 a0010100
c001 a0010101
c001 a0010110
c001 a0010111
c001 a0010200
c001 a0011000
c001 a0011100
c001 a0011110
c001 a0011111
c001 a0011200
c001 a0011210
c001 a0011211
c001 a0011220
c001 a0011221
c001 a0011222
c001 a0020000
c001 a0020010
c001 a0020011
c001 a0020020
c001 a0020021
c001 a0020022
c001 a0021000
c001 a0021010
c001 a0100000
c001 a0100001
c001 a0110000
c001 a0110010
c001 a0110011
c001 a0110020
c001 b0000000
c001 b0000001
c001 b0000010
c001 b0000011
c001 b0000012
c001 b0000100
c001 b0000110
c001 b0000111
c001 b0000112
c001 b0001000
c001 b0001001
c001 b0001002
c001 b0001010
c001 b0001020
c001 b0002000
c001 b0002001
c001 b0002010
c001 b0002020
c001 b0002021
c001 b0100000
c001 b0100001
c001 b0100010
c001 b0100100
c001 b0100101
c001 b0100110
c001 b0101000
c001 b0101001
c001 b0101002
c001 b0101010
c001 b0101011
c001 b0101012
c001 b0101020
c001 b0101021
c001 c0000000
c001 c0000001
c001 c0000002
c001 c0000010
c001 c0000011
c001 c0000100
c001 c0000101
c001 c0010000
c001 c0010001
c001 c0010010
c001 c0010020
c001 c0010021
c001 c0011000
c001 c0011001
c001 c0011002
c001 c0011100
c001 a00000000
c001 a00000001
c001 a00000002
c001 a00000100
c001 a00000110
c001 a00000111
c001 a00001000
c001 a00001010
c001 a00001011
c001 a00001020
c001 a00001021
c001 a00001022
c001 a00001100
c001 a00001101
c001 a00001110
c001 a00001120
c001 a00001121
c001 a00001122
c001 a00002000
c001 a00002001
c001 a00002100
c001 a00002110
c001 a00010000
c001 a00010001
c001 a00010010
c001 a00010011
c001 a00010100
c001 a00010110
c001 a00010111
c001 a00010112
c001 a00011000
c001 a00011010
c001 a00011011
c001 a00011020
c001 a00011021
c001 a00011100
c001 a00011200
c001 a00011210
c001 a00011211
c001 a00011220
c001 a00011221
c001 a00012000
c001 a00012100
c001 a00012101
c001 a00012102
c001 a00012110
c001 a00020000
c001 a00020001
c001 a00020010
c001 a00021000
c001 a00021001
c001 a00021002
c001 a00021010
c001 a00021011
c001 a00021020
c001 a00021100
c001 a00021101
a0000 a0001
a0000 a0002
a0000 a0010
a0000 a0011
a0000 a0020
a0000 a0021
a0000 a0100
a0000 a0110
a0000 b0000
a0000 b0001
a0000 b0002
a0000 b0100
a0000 b0101
a0000 c0000
a0000 c0010
a0000 c0011
a0000 a00000
a0000 a00001
a0000 a00002
a0000 a00010
a0000 a00011
a0000 a00012
a0000 a00020
a0000 a00021
a0000 a00100
a0000 a00101
a0000 a00102
a0000 a00110
a0000 a00111
a0000 a00112
a0000 a00200
a0000 a00210
a0000 a01000
a0000 a01100
a0000 b00000
a0000 b00001
a0000 b00010
a0000 b00020
a0000 b01000
a0000 b01001
a0000 b01010
a0000 c00000
a0000 c00001
a0000 c00100
a0000 c00110
a0000 c00111
a0000 a000000
a0000 a000001
a0000 a000010
a0000 a000011
a0000 a000020
a0000 a000021
a0000 a000100
a0000 a000101
a0000 a000110
a0000 a000111
a0000 a000112
a0000 a000120
a0000 a000121
a0000 a000200
a0000 a000210
a0000 a000211
a0000 a001000
a0000 a001001
a0000 a001002
a0000 a001010
a0000 a001011
a0000 a001020
a0000 a001100
a0000 a001110
a0000 a001111
a0000 a001120
a0000 a001121
a0000 a001122
a0000 a002000
a0000 a002001
a0000 a002002
a0000 a002100
a0000 a002101
a0000 a010000
a0000 a011000
a0000 a011001
a0000 a011002
a0000 b000000
a0000 b000001
a0000 b000010
a0000 b000011
a0000 b000100
a0000 b000101
a0000 b000102
a0000 b000200
a0000 b000201
a0000 b000202
a0000 b010000
a0000 b010001
a0000 b010010
a0000 b010011
a0000 b010100
a0000 b010101
a0000 b010102
a0000 c000000
a0000 c000001
a0000 c000010
a0000 c001000
a0000 c001001
a0000 c001002
a0000 c001100
a0000 c001110
a0000 a0000000
a0000 a0000010
a0000 a0000011
a0000 a0000100
a0000 a0000101
a0000 a0000102
a0000 a0000110
a0000 a0000111
a0000 a0000112
a0000 a0000200
a0000 a0000210
a0000 a0000211
a0000 a0001000
a0000 a0001001
a0000 a0001010
a0000 a0001011
a0000 a0001100
a0000 a0001101
a0000 a0001102
a0000 a0001110
a0000 a0001120
a0000 a0001121
a0000 a0001122
a0000 a0001200
a0000 a0001210
a0000 a0001211
a0000 a0002000
a0000 a0002001
a0000 a0002100
a0000 a0002101
a0000 a0002102
a0000 a0002110
a0000 a0002111
a0000 a0010000
a0000 a0010010
a0000 a0010020
a0000 a0010100
a0000 a0010101
a0000 a0010110
a0000 a0010111
a0000 a0010200
a0000 a0011000
a0000 a0011100
a0000 a0011110
a0000 a0011111
a0000 a0011200
a0000 a0011210
a0000 a0011211
a0000 a0011220
a0000 a0011221
a0000 a0011222
a0000 a0020000
a0000 a0020010
a0000 a0020011
a0000 a0020020
a0000 a0020021
a0000 a0020022
a0000 a0021000
a0000 a0021010
a0000 a0100000
a0000 a0100001
a0000 a0110000
a0000 a0110010
a0000 a0110011
a0000 a0110020
a0000 b0000000
a0000 b0000001
a0000 b0000010
a0000 b0000011
a0000 b0000012
a0000 b0000100
a0000 b0000110
a0000 b0000111
a0000 b0000112
a0000 b0001000
a0000 b0001001
a0000 b0001002
a0000 b0001010
a0000 b0001020
a0000 b0002000
a0000 b0002001
a0000 b0002010
a0000 b0002020
a0000 b0002021
a0000 b0100000
a0000 b0100001
a0000 b0100010
a0000 b0100100
a0000 b0100101
a0000 b0100110
a0000 b0101000
a0000 b0101001
a0000 b0101002
a0000 b0101010
a0000 b0101011
a0000 b0101012
a0000 b0101020
a0000 b0101021
a0000 c0000000
a0000 c0000001
a0000 c0000002
a0000 c0000010
a0000 c0000011
a0000 c0000100
a0000 c0000101
a0000 c0010000
a0000 c0010001
a0000 c0010010
a0000 c0010020
a0000 c0010021
a0000 c0011000
a0000 c0011001
a0000 c0011002
a0000 c0011100
a0000 a00000000
a0000 a00000001
a0000 a00000002
a0000 a00000100
a0000 a00000110
a0000 a00000111
a0000 a00001000
a0000 a00001010
a0000 a00001011
a0000 a00001020
a0000 a00001021
a0000 a00001022
a0000 a00001100
a0000 a00001101
a0000 a00001110
a0000 a00001120
a0000 a00001121
a0000 a00001122
a0000 a00002000
a0000 a00002001
a0000 a00002100
a0000 a00002110
a0000 a00010000
a0000 a00010001
a0000 a00010010
a0000 a00010011
a0000 a00010100
a0000 a00010110
a0000 a00010111
a0000 a00010112
a0000 a00011000
a0000 a00011010
a0000 a00011011
a0000 a00011020
a0000 a00011021
a0000 a00011100
a0000 a00011200
a0000 a00011210
a0000 a00011211
a0000 a00011220
a0000 a00011221
a0000 a00012000
a0000 a00012100
a0000 a00012101
a0000 a00012102
a0000 a00012110
a0000 a00020000
a0000 a00020001
a0000 a00020010
a0000 a00021000
a0000 a00021001
a0000 a00021002
a0000 a00021010
a0000 a00021011
a0000 a00021020
a0000 a00021100
a0000 a00021101
a0001 a0002
a0001 a0010
a0001 a0011
a0001 a0020
a0001 a0021
a0001 a0100
a0001 a0110
a0001 b0000
a0001 b0001
a0001 b0002
a0001 b0100
a0001 b0101
a0001 c0000
a0001 c0010
a0001 c0011
a0001 a00000
a0001 a00001
a0001 a00002
a0001 a00010
a0001 a00011
a0001 a00012
a0001 a00020
a0001 a00021
a0001 a00100
a0001 a00101
a0001 a00102
a0001 a00110
a0001 a00111
a0001 a00112
a0001 a00200
a0001 a00210
a0001 a01000
a0001 a01100
a0001 b00000
a0001 b00001
a0001 b00010
a0001 b00020
a0001 b01000
a0001 b01001
a0001 b01010
a0001 c00000
a0001 c00001
a0001 c00100
a0001 c00110
a0001 c00111
a0001 a000000
a0001 a000001
a0001 a000010
a0001 a000011
a0001 a000020
a0001 a000021
a0001 a000100
a0001 a000101
a0001 a000110
a0001 a000111
a0001 a000112
a0001 a000120
a0001 a000121
a0001 a000200
a0001 a000210
a0001 a000211
a0001 a001000
a0001 a001001
a0001 a001002
a0001 a001010
a0001 a001011
a0001 a001020
a0001 a001100
a0001 a001110
a0001 a001111
a0001 a001120
a0001 a001121
a0001 a001122
a0001 a002000
a0001 a002001
a0001 a002002
a0001 a002100
a0001 a002101
a0001 a010000
a0001 a011000
a0001 a011001
a0001 a011002
a0001 b000000
a0001 b000001
a0001 b000010
a0001 b000011
a0001 b000100
a0001 b000101
a0001 b000102
a0001 b000200
a0001 b000201
a0001 b000202
a0001 b010000
a0001 b010001
a0001 b010010
a0001 b010011
a0001 b010100
a0001 b010101
a0001 b010102
a0001 c000000
a0001 c000001
a0001 c000010
a0001 c001000
a0001 c001001
a0001 c001002
a0001 c001100
a0001 c001110
a0001 a0000000
a0001 a0000010
a0001 a0000011
a0001 a0000100
a0001 a0000101
a0001 a0000102
a0001 a0000110
a0001 a0000111
a0001 a0000112
a0001 a0000200
a0001 a0000210
a0001 a0000211
a0001 a0001000
a0001 a0001001
a0001 a0001010
a0001 a0001011
a0001 a0001100
a0001 a0001101
a0001 a0001102
a0001 a0001110
a0001 a0001120
a0001 a0001121
a0001 a0001122
a0001 a0001200
a0001 a0001210
a0001 a0001211
a0001 a0002000
a0001 a0002001
a0001 a0002100
a0001 a0002101
a0001 a0002102
a0001 a0002110
a0001 a0002111
a0001 a0010000
a0001 a0010010
a0001 a0010020
a0001 a0010100
a0001 a0010101
a0001 a0010110
a0001 a0010111
a0001 a0010200
a0001 a0011000
a0001 a0011100
a0001 a0011110
a0001 a0011111
a0001 a0011200
a0001 a0011210
a0001 a0011211
a0001 a0011220
a0001 a0011221
a0001 a0011222
a0001 a0020000
a0001 a0020010
a0001 a0020011
a0001 a0020020
a0001 a0020021
a0001 a0020022
a0001 a0021000
a0001 a0021010
a0001 a0100000
a0001 a0100001
a0001 a0110000
a0001 a0110010
a0001 a0110011
a0001 a0110020
a0001 b0000000
a0001 b0000001
a0001 b0000010
