a0 a
b1012 b00100002
b1012 b00100100
b1012 b00100110
b1012 b00100111
b1012 b01000000
b1012 b01000001
b1012 b01000100
b1012 b01000101
b1012 b01000110
b1012 b01000120
b1012 b01000121
b1012 b01000200
b1012 b01000201
b1012 b01000202
b1012 b01000210
b1012 b01000211
b1012 b01000220
b1012 b01001000
b1012 b01001001
b1012 b01001010
b1012 b01001011
b1012 b01001012
b1012 b01002000
b1012 b01002001
b1012 b01002100
b1012 b01002200
b1012 b01002201
b1012 b01010000
b1012 b01010100
b1012 b01010110
b1012 b01010111
b1012 b01010120
b1012 b01010200
a00000 a00001
a00000 a01000
a00000 a01001
a00000 a01100
a00000 a01101
a00000 a01102
a00000 b00000
a00000 b00001
a00000 b00100
a00000 b01000
a00000 b01001
a00000 b01002
a00000 b01010
a00000 b01011
a00000 b01012
a00000 b01020
a00000 b10000
a00000 b10010
a00000 b10011
a00000 b10012
a00000 b10100
a00000 b10110
a00000 b10111
a00000 b10120
a00000 a000000
a00000 a000010
a00000 a000011
a00000 a000012
a00000 a010000
a00000 a010001
a00000 a010010
a00000 a010011
a00000 a011000
a00000 a011010
a00000 a011011
a00000 a011012
a00000 a011020
a00000 b000000
a00000 b000001
a00000 b000002
a00000 b000010
a00000 b001000
a00000 b001001
a00000 b010000
a00000 b010001
a00000 b010002
a00000 b010010
a00000 b010020
a00000 b010021
a00000 b010022
a00000 b010100
a00000 b010101
a00000 b010102
a00000 b010110
a00000 b010111
a00000 b010120
a00000 b010121
a00000 b010200
a00000 b100000
a00000 b100001
a00000 b100100
a00000 b100110
a00000 b100111
a00000 b100112
a00000 b100120
a00000 b101000
a00000 b101001
a00000 b101002
a00000 b101100
a00000 b101101
a00000 b101102
a00000 b101110
a00000 b101200
a00000 b101201
a00000 a0000000
a00000 a0000100
a00000 a0000101
a00000 a0000110
a00000 a0000111
a00000 a0000120
a00000 a0100000
a00000 a0100001
a00000 a0100002
a00000 a0100010
a00000 a0100011
a00000 a0100100
a00000 a0100101
a00000 a0100110
a00000 a0100111
a00000 a0110000
a00000 a0110100
a00000 a0110101
a00000 a0110102
a00000 a0110110
a00000 a0110111
a00000 a0110120
a00000 a0110121
a00000 a0110122
a00000 a0110200
a00000 b0000000
a00000 b0000010
a00000 b0000011
a00000 b0000012
a00000 b0000020
a00000 b0000021
a00000 b0000100
a00000 b0010000
a00000 b0010010
a00000 b0010011
a00000 b0100000
a00000 b0100010
a00000 b0100011
a00000 b0100012
a00000 b0100020
a00000 b0100021
a00000 b0100022
a00000 b0100100
a00000 b0100101
a00000 b0100200
a00000 b0100210
a00000 b0100220
a00000 b0101000
a00000 b0101010
a00000 b0101011
a00000 b0101012
a00000 b0101020
a00000 b0101021
a00000 b0101022
a00000 b0101100
a00000 b0101101
a00000 b0101110
a00000 b0101111
a00000 b0101200
a00000 b0101201
a00000 b0101202
a00000 b0101210
a00000 b0101211
a00000 b0101212
a00000 b0102000
a00000 b0102001
a00000 b0102002
a00000 b1000000
a00000 b1000010
a00000 b1000011
a00000 b1001000
a00000 b1001001
a00000 b1001100
a00000 b1001101
a00000 b1001110
a00000 b1001120
a00000 b1001121
a00000 b1001122
a00000 b1001200
a00000 b1001201
a00000 b1010000
a00000 b1010001
a00000 b1010002
a00000 b1010010
a00000 b1010011
a00000 b1010012
a00000 b1010020
a00000 b1010021
a00000 b1011000
a00000 b1011010
a00000 b1011011
a00000 b1011020
a00000 b1011100
a00000 b1012000
a00000 b1012001
a00000 b1012002
a00000 b1012010
a00000 b1012011
a00000 a00000000
a00000 a00001000
a00000 a00001001
a00000 a00001010
a00000 a00001011
a00000 a00001100
a00000 a00001101
a00000 a00001110
a00000 a00001111
a00000 a00001112
a00000 a00001200
a00000 a00001201
a00000 a01000000
a00000 a01000001
a00000 a01000010
a00000 a01000020
a00000 a01000100
a00000 a01000101
a00000 a01000110
a00000 a01000111
a00000 a01001000
a00000 a01001001
a00000 a01001010
a00000 a01001011
a00000 a01001100
a00000 a01001110
a00000 a01001111
a00000 a01100000
a00000 a01100001
a00000 a01101000
a00000 a01101001
a00000 a01101002
a00000 a01101010
a00000 a01101020
a00000 a01101100
a00000 a01101101
a00000 a01101102
a00000 a01101110
a00000 a01101111
a00000 a01101112
a00000 a01101200
a00000 a01101201
a00000 a01101210
a00000 a01101211
a00000 a01101220
a00000 a01101221
a00000 a01102000
a00000 b00000000
a00000 b00000001
a00000 b00000100
a00000 b00000110
a00000 b00000120
a00000 b00000121
a00000 b00000122
a00000 b00000200
a00000 b00000210
a00000 b00000211
a00000 b00000212
a00000 b00001000
a00000 b00001001
a00000 b00001002
a00000 b00100000
a00000 b00100001
a00000 b00100002
a00000 b00100100
a00000 b00100110
a00000 b00100111
a00000 b01000000
a00000 b01000001
a00000 b01000100
a00000 b01000101
a00000 b01000110
a00000 b01000120
a00000 b01000121
a00000 b01000200
a00000 b01000201
a00000 b01000202
a00000 b01000210
a00000 b01000211
a00000 b01000220
a00000 b01001000
a00000 b01001001
a00000 b01001010
a00000 b01001011
a00000 b01001012
a00000 b01002000
a00000 b01002001
a00000 b01002100
a00000 b01002200
a00000 b01002201
a00000 b01010000
a00000 b01010100
a00000 b01010110
a00000 b01010111
a00000 b01010120
a00000 b01010200
a00001 a01000
a00001 a01001
a00001 a01100
a00001 a01101
a00001 a01102
a00001 b00000
a00001 b00001
a00001 b00100
a00001 b01000
a00001 b01001
a00001 b01002
a00001 b01010
a00001 b01011
a00001 b01012
a00001 b01020
a00001 b10000
a00001 b10010
a00001 b10011
a00001 b10012
a00001 b10100
a00001 b10110
a00001 b10111
a00001 b10120
a00001 a000000
a00001 a000010
a00001 a000011
a00001 a000012
a00001 a010000
a00001 a010001
a00001 a010010
a00001 a010011
a00001 a011000
a00001 a011010
a00001 a011011
a00001 a011012
a00001 a011020
a00001 b000000
a00001 b000001
a00001 b000002
a00001 b000010
a00001 b001000
a00001 b001001
a00001 b010000
a00001 b010001
a00001 b010002
a00001 b010010
a00001 b010020
a00001 b010021
a00001 b010022
a00001 b010100
a00001 b010101
a00001 b010102
a00001 b010110
a00001 b010111
a00001 b010120
a00001 b010121
a00001 b010200
a00001 b100000
a00001 b100001
a00001 b100100
a00001 b100110
a00001 b100111
a00001 b100112
a00001 b100120
a00001 b101000
a00001 b101001
a00001 b101002
a00001 b101100
a00001 b101101
a00001 b101102
a00001 b101110
a00001 b101200
a00001 b101201
a00001 a0000000
a00001 a0000100
a00001 a0000101
a00001 a0000110
a00001 a0000111
a00001 a0000120
a00001 a0100000
a00001 a0100001
a00001 a0100002
a00001 a0100010
a00001 a0100011
a00001 a0100100
a00001 a0100101
a00001 a0100110
a00001 a0100111
a00001 a0110000
a00001 a0110100
a00001 a0110101
a00001 a0110102
a00001 a0110110
a00001 a0110111
a00001 a0110120
a00001 a0110121
a00001 a0110122
a00001 a0110200
a00001 b0000000
a00001 b0000010
a00001 b0000011
a00001 b0000012
a00001 b0000020
a00001 b0000021
a00001 b0000100
a00001 b0010000
a00001 b0010010
a00001 b0010011
a00001 b0100000
a00001 b0100010
a00001 b0100011
a00001 b0100012
a00001 b0100020
a00001 b0100021
a00001 b0100022
a00001 b0100100
a00001 b0100101
a00001 b0100200
a00001 b0100210
a00001 b0100220
a00001 b0101000
a00001 b0101010
a00001 b0101011
a00001 b0101012
a00001 b0101020
a00001 b0101021
a00001 b0101022
a00001 b0101100
a00001 b0101101
a00001 b0101110
a00001 b0101111
a00001 b0101200
a00001 b0101201
a00001 b0101202
a00001 b0101210
a00001 b0101211
a00001 b0101212
a00001 b0102000
a00001 b0102001
a00001 b0102002
a00001 b1000000
a00001 b1000010
a00001 b1000011
a00001 b1001000
a00001 b1001001
a00001 b1001100
a00001 b1001101
a00001 b1001110
a00001 b1001120
a00001 b1001121
a00001 b1001122
a00001 b1001200
a00001 b1001201
a00001 b1010000
a00001 b1010001
a00001 b1010002
a00001 b1010010
a00001 b1010011
a00001 b1010012
a00001 b1010020
a00001 b1010021
a00001 b1011000
a00001 b1011010
a00001 b1011011
a00001 b1011020
a00001 b1011100
a00001 b1012000
a00001 b1012001
a00001 b1012002
a00001 b1012010
a00001 b1012011
a00001 a00000000
a00001 a00001000
a00001 a00001001
a00001 a00001010
a00001 a00001011
a00001 a00001100
a00001 a00001101
a00001 a00001110
a00001 a00001111
a00001 a00001112
a00001 a00001200
a00001 a00001201
a00001 a01000000
a00001 a01000001
a00001 a01000010
a00001 a01000020
a00001 a01000100
a00001 a01000101
a00001 a01000110
a00001 a01000111
a00001 a01001000
a00001 a01001001
a00001 a01001010
a00001 a01001011
a00001 a01001100
a00001 a01001110
a00001 a01001111
a00001 a01100000
a00001 a01100001
a00001 a01101000
a00001 a01101001
a00001 a01101002
a00001 a01101010
a00001 a01101020
a00001 a01101100
a00001 a01101101
a00001 a01101102
a00001 a01101110
a00001 a01101111
a00001 a01101112
a00001 a01101200
a00001 a01101201
a00001 a01101210
a00001 a01101211
a00001 a01101220
a00001 a01101221
a00001 a01102000
a00001 b00000000
a00001 b00000001
a00001 b00000100
a00001 b00000110
a00001 b00000120
a00001 b00000121
a00001 b00000122
a00001 b00000200
a00001 b00000210
a00001 b00000211
a00001 b00000212
a00001 b00001000
a00001 b00001001
a00001 b00001002
a00001 b00100000
a00001 b00100001
a00001 b00100002
a00001 b00100100
a00001 b00100110
a00001 b00100111
a00001 b01000000
a00001 b01000001
a00001 b01000100
a00001 b01000101
a00001 b01000110
a00001 b01000120
a00001 b01000121
a00001 b01000200
a00001 b01000201
a00001 b01000202
a00001 b01000210
a00001 b01000211
a00001 b01000220
a00001 b01001000
a00001 b01001001
a00001 b01001010
a00001 b01001011
a00001 b01001012
a00001 b01002000
a00001 b01002001
a00001 b01002100
a00001 b01002200
a00001 b01002201
a00001 b01010000
a00001 b01010100
a00001 b01010110
a00001 b01010111
a00001 b01010120
a00001 b01010200
a01000 a01001
a01000 a01100
a01000 a01101
a01000 a01102
a01000 b00000
a01000 b00001
a01000 b00100
a01000 b01000
a01000 b01001
a01000 b01002
a01000 b01010
a01000 b01011
a01000 b01012
a01000 b01020
a01000 b10000
a01000 b10010
a01000 b10011
a01000 b10012
a01000 b10100
a01000 b10110
a01000 b10111
a01000 b10120
a01000 a000000
a01000 a000010
a01000 a000011
a01000 a000012
a01000 a010000
a01000 a010001
a01000 a010010
a01000 a010011
a01000 a011000
a01000 a011010
a01000 a011011
a01000 a011012
a01000 a011020
a01000 b000000
a01000 b000001
a01000 b000002
a01000 b000010
a01000 b001000
a01000 b001001
a01000 b010000
a01000 b010001
a01000 b010002
a01000 b010010
a01000 b010020
a01000 b010021
a01000 b010022
a01000 b010100
a01000 b010101
a01000 b010102
a01000 b010110
a01000 b010111
a01000 b010120
a01000 b010121
a01000 b010200
a01000 b100000
a01000 b100001
a01000 b100100
a01000 b100110
a01000 b100111
a01000 b100112
a01000 b100120
a01000 b101000
a01000 b101001
a01000 b101002
a01000 b101100
a01000 b101101
a01000 b101102
a01000 b101110
a01000 b101200
a01000 b101201
a01000 a0000000
a01000 a0000100
a01000 a0000101
a01000 a0000110
a01000 a0000111
a01000 a0000120
a01000 a0100000
a01000 a0100001
a01000 a0100002
a01000 a0100010
a01000 a0100011
a01000 a0100100
a01000 a0100101
a01000 a0100110
a01000 a0100111
a01000 a0110000
a01000 a0110100
a01000 a0110101
a01000 a0110102
a01000 a0110110
a01000 a0110111
a01000 a0110120
a01000 a0110121
a01000 a0110122
a01000 a0110200
a01000 b0000000
a01000 b0000010
a01000 b0000011
a01000 b0000012
a01000 b0000020
a01000 b0000021
a01000 b0000100
a01000 b0010000
a01000 b0010010
a01000 b0010011
a01000 b0100000
a01000 b0100010
a01000 b0100011
a01000 b0100012
a01000 b0100020
a01000 b0100021
a01000 b0100022
a01000 b0100100
a01000 b0100101
a01000 b0100200
a01000 b0100210
a01000 b0100220
a01000 b0101000
a01000 b0101010
a01000 b0101011
a01000 b0101012
a01000 b0101020
a01000 b0101021
a01000 b0101022
a01000 b0101100
a01000 b0101101
a01000 b0101110
a01000 b0101111
a01000 b0101200
a01000 b0101201
a01000 b0101202
a01000 b0101210
a01000 b0101211
a01000 b0101212
a01000 b0102000
a01000 b0102001
a01000 b0102002
a01000 b1000000
a01000 b1000010
a01000 b1000011
a01000 b1001000
a01000 b1001001
a01000 b1001100
a01000 b1001101
a01000 b1001110
a01000 b1001120
a01000 b1001121
a01000 b1001122
a01000 b1001200
a01000 b1001201
a01000 b1010000
a01000 b1010001
a01000 b1010002
a01000 b1010010
a01000 b1010011
a01000 b1010012
a01000 b1010020
a01000 b1010021
a01000 b1011000
a01000 b1011010
a01000 b1011011
a01000 b1011020
a01000 b1011100
a01000 b1012000
a01000 b1012001
a01000 b1012002
a01000 b1012010
a01000 b1012011
a01000 a00000000
a01000 a00001000
a01000 a00001001
a01000 a00001010
a01000 a00001011
a01000 a00001100
a01000 a00001101
a01000 a00001110
a01000 a00001111
a01000 a00001112
a01000 a00001200
a01000 a00001201
a01000 a01000000
a01000 a01000001
a01000 a01000010
a01000 a01000020
a01000 a01000100
a01000 a01000101
a01000 a01000110
a01000 a01000111
a01000 a01001000
a01000 a01001001
a01000 a01001010
a01000 a01001011
a01000 a01001100
a01000 a01001110
a01000 a01001111
a01000 a01100000
a01000 a01100001
a01000 a01101000
a01000 a01101001
a01000 a01101002
a01000 a01101010
a01000 a01101020
a01000 a01101100
a01000 a01101101
a01000 a01101102
a01000 a01101110
a01000 a01101111
a01000 a01101112
a01000 a01101200
a01000 a01101201
a01000 a01101210
a01000 a01101211
a01000 a01101220
a01000 a01101221
a01000 a01102000
a01000 b00000000
a01000 b00000001
a01000 b00000100
a01000 b00000110
a01000 b00000120
a01000 b00000121
a01000 b00000122
a01000 b00000200
a01000 b00000210
a01000 b00000211
a01000 b00000212
a01000 b00001000
a01000 b00001001
a01000 b00001002
a01000 b00100000
a01000 b00100001
a01000 b00100002
a01000 b00100100
a01000 b00100110
a01000 b00100111
a01000 b01000000
a01000 b01000001
a01000 b01000100
a01000 b01000101
a01000 b01000110
a01000 b01000120
a01000 b01000121
a01000 b01000200
a01000 b01000201
a01000 b01000202
a01000 b01000210
a01000 b01000211
a01000 b01000220
a01000 b01001000
a01000 b01001001
a01000 b01001010
a01000 b01001011
a01000 b01001012
a01000 b01002000
a01000 b01002001
a01000 b01002100
a01000 b01002200
a01000 b01002201
a01000 b01010000
a01000 b01010100
a01000 b01010110
a01000 b01010111
a01000 b01010120
a01000 b01010200
a01001 a01100
a01001 a01101
a01001 a01102
a01001 b00000
a01001 b00001
a01001 b00100
a01001 b01000
a01001 b01001
a01001 b01002
a01001 b01010
a01001 b01011
a01001 b01012
a01001 b01020
a01001 b10000
a01001 b10010
a01001 b10011
a01001 b10012
a01001 b10100
a01001 b10110
a01001 b10111
a01001 b10120
a01001 a000000
a01001 a000010
a01001 a000011
a01001 a000012
a01001 a010000
a01001 a010001
a01001 a010010
a01001 a010011
a01001 a011000
a01001 a011010
a01001 a011011
a01001 a011012
a01001 a011020
a01001 b000000
a01001 b000001
a01001 b000002
a01001 b000010
a01001 b001000
a01001 b001001
a01001 b010000
a01001 b010001
a01001 b010002
a01001 b010010
a01001 b010020
a01001 b010021
a01001 b010022
a01001 b010100
a01001 b010101
a01001 b010102
a01001 b010110
a01001 b010111
a01001 b010120
a01001 b010121
a01001 b010200
a01001 b100000
a01001 b100001
a01001 b100100
a01001 b100110
a01001 b100111
a01001 b100112
a01001 b100120
a01001 b101000
a01001 b101001
a01001 b101002
a01001 b101100
a01001 b101101
a01001 b101102
a01001 b101110
a01001 b101200
a01001 b101201
a01001 a0000000
a01001 a0000100
a01001 a0000101
a01001 a0000110
a01001 a0000111
a01001 a0000120
a01001 a0100000
a01001 a0100001
a01001 a0100002
a01001 a0100010
a01001 a0100011
a01001 a0100100
a01001 a0100101
a01001 a0100110
a01001 a0100111
a01001 a0110000
a01001 a0110100
a01001 a0110101
a01001 a0110102
a01001 a0110110
a01001 a0110111
a01001 a0110120
a01001 a0110121
a01001 a0110122
a01001 a0110200
a01001 b0000000
a01001 b0000010
a01001 b0000011
a01001 b0000012
a01001 b0000020
a01001 b0000021
a01001 b0000100
a01001 b0010000
a01001 b0010010
a01001 b0010011
a01001 b0100000
a01001 b0100010
a01001 b0100011
a01001 b0100012
a01001 b0100020
a01001 b0100021
a01001 b0100022
a01001 b0100100
a01001 b0100101
a01001 b0100200
a01001 b0100210
a01001 b0100220
a01001 b0101000
a01001 b0101010
a01001 b0101011
a01001 b0101012
a01001 b0101020
a01001 b0101021
a01001 b0101022
a01001 b0101100
a01001 b0101101
a01001 b0101110
a01001 b0101111
a01001 b0101200
a01001 b0101201
a01001 b0101202
a01001 b0101210
a01001 b0101211
a01001 b0101212
a01001 b0102000
a01001 b0102001
a01001 b0102002
a01001 b1000000
a01001 b1000010
a01001 b1000011
a01001 b1001000
a01001 b1001001
a01001 b1001100
a01001 b1001101
a01001 b1001110
a01001 b1001120
a01001 b1001121
a01001 b1001122
a01001 b1001200
a01001 b1001201
a01001 b1010000
a01001 b1010001
a01001 b1010002
a01001 b1010010
a01001 b1010011
a01001 b1010012
a01001 b1010020
a01001 b1010021
a01001 b1011000
a01001 b1011010
a01001 b1011011
a01001 b1011020
a01001 b1011100
a01001 b1012000
a01001 b1012001
a01001 b1012002
a01001 b1012010
a01001 b1012011
a01001 a00000000
a01001 a00001000
a01001 a00001001
a01001 a00001010
a01001 a00001011
a01001 a00001100
a01001 a00001101
a01001 a00001110
a01001 a00001111
a01001 a00001112
a01001 a00001200
a01001 a00001201
a01001 a01000000
a01001 a01000001
a01001 a01000010
a01001 a01000020
a01001 a01000100
a01001 a01000101
a01001 a01000110
a01001 a01000111
a01001 a01001000
a01001 a01001001
a01001 a01001010
a01001 a01001011
a01001 a01001100
a01001 a01001110
a01001 a01001111
a01001 a01100000
a01001 a01100001
a01001 a01101000
a01001 a01101001
a01001 a01101002
a01001 a01101010
a01001 a01101020
a01001 a01101100
a01001 a01101101
a01001 a01101102
a01001 a01101110
a01001 a01101111
a01001 a01101112
a01001 a01101200
a01001 a01101201
a01001 a01101210
a01001 a01101211
a01001 a01101220
a01001 a01101221
a01001 a01102000
a01001 b00000000
a01001 b00000001
a01001 b00000100
a01001 b00000110
a01001 b00000120
a01001 b00000121
a01001 b00000122
a01001 b00000200
a01001 b00000210
a01001 b00000211
a01001 b00000212
a01001 b00001000
a01001 b00001001
a01001 b00001002
a01001 b00100000
a01001 b00100001
a01001 b00100002
a01001 b00100100
a01001 b00100110
a01001 b00100111
a01001 b01000000
a01001 b01000001
a01001 b01000100
a01001 b01000101
a01001 b01000110
a01001 b01000120
a01001 b01000121
a01001 b01000200
a01001 b01000201
a01001 b01000202
a01001 b01000210
a01001 b01000211
a01001 b01000220
a01001 b01001000
a01001 b01001001
a01001 b01001010
a01001 b01001011
a01001 b01001012
a01001 b01002000
a01001 b01002001
a01001 b01002100
a01001 b01002200
a01001 b01002201
a01001 b01010000
a01001 b01010100
a01001 b01010110
a01001 b01010111
a01001 b01010120
a01001 b01010200
a01100 a01101
a01100 a01102
a01100 b00000
a01100 b00001
a01100 b00100
a01100 b01000
a01100 b01001
a01100 b01002
a01100 b01010
a01100 b01011
a01100 b01012
a01100 b01020
a01100 b10000
a01100 b10010
a01100 b10011
a01100 b10012
a01100 b10100
a01100 b10110
a01100 b10111
a01100 b10120
a01100 a000000
a01100 a000010
a01100 a000011
a01100 a000012
a01100 a010000
a01100 a010001
a01100 a010010
a01100 a010011
a01100 a011000
a01100 a011010
a01100 a011011
a01100 a011012
a01100 a011020
a01100 b000000
a01100 b000001
a01100 b000002
a01100 b000010
a01100 b001000
a01100 b001001
a01100 b010000
a01100 b010001
a01100 b010002
a01100 b010010
a01100 b010020
a01100 b010021
a01100 b010022
a01100 b010100
a01100 b010101
a01100 b010102
a01100 b010110
a01100 b010111
a01100 b010120
a01100 b010121
a01100 b010200
a01100 b100000
a01100 b100001
a01100 b100100
a01100 b100110
a01100 b100111
a01100 b100112
a01100 b100120
a01100 b101000
a01100 b101001
a01100 b101002
a01100 b101100
a01100 b101101
a01100 b101102
a01100 b101110
a01100 b101200
a01100 b101201
a01100 a0000000
a01100 a0000100
a01100 a0000101
a01100 a0000110
a01100 a0000111
a01100 a0000120
a01100 a0100000
a01100 a0100001
a01100 a0100002
a01100 a0100010
a01100 a0100011
a01100 a0100100
a01100 a0100101
a01100 a0100110
a01100 a0100111
a01100 a0110000
a01100 a0110100
a01100 a0110101
a01100 a0110102
a01100 a0110110
a01100 a0110111
a01100 a0110120
a01100 a0110121
a01100 a0110122
a01100 a0110200
a01100 b0000000
a01100 b0000010
a01100 b0000011
a01100 b0000012
a01100 b0000020
a01100 b0000021
a01100 b0000100
a01100 b0010000
a01100 b0010010
a01100 b0010011
a01100 b0100000
a01100 b0100010
a01100 b0100011
a01100 b0100012
a01100 b0100020
a01100 b0100021
a01100 b0100022
a01100 b0100100
a01100 b0100101
a01100 b0100200
a01100 b0100210
a01100 b0100220
a01100 b0101000
a01100 b0101010
a01100 b0101011
a01100 b0101012
a01100 b0101020
a01100 b0101021
a01100 b0101022
a01100 b0101100
a01100 b0101101
a01100 b0101110
a01100 b0101111
a01100 b0101200
a01100 b0101201
a01100 b0101202
a01100 b0101210
a01100 b0101211
a01100 b0101212
a01100 b0102000
a01100 b0102001
a01100 b0102002
a01100 b1000000
a01100 b1000010
a01100 b1000011
a01100 b1001000
a01100 b1001001
a01100 b1001100
a01100 b1001101
a01100 b1001110
a01100 b1001120
a01100 b1001121
a01100 b1001122
a01100 b1001200
a01100 b1001201
a01100 b1010000
a01100 b1010001
a01100 b1010002
a01100 b1010010
a01100 b1010011
a01100 b1010012
a01100 b1010020
a01100 b1010021
a01100 b1011000
a01100 b1011010
a01100 b1011011
a01100 b1011020
a01100 b1011100
a01100 b1012000
a01100 b1012001
a01100 b1012002
a01100 b1012010
a01100 b1012011
a01100 a00000000
a01100 a00001000
a01100 a00001001
a01100 a00001010
a01100 a00001011
a01100 a00001100
a01100 a00001101
a01100 a00001110
a01100 a00001111
a01100 a00001112
a01100 a00001200
a01100 a00001201
a01100 a01000000
a01100 a01000001
a01100 a01000010
a01100 a01000020
a01100 a01000100
a01100 a01000101
a01100 a01000110
a01100 a01000111
a01100 a01001000
a01100 a01001001
a01100 a01001010
a01100 a01001011
a01100 a01001100
a01100 a01001110
a01100 a01001111
a01100 a01100000
a01100 a01100001
a01100 a01101000
a01100 a01101001
a01100 a01101002
a01100 a01101010
a01100 a01101020
a01100 a01101100
a01100 a01101101
a01100 a01101102
a01100 a01101110
a01100 a01101111
a01100 a01101112
a01100 a01101200
a01100 a01101201
a01100 a01101210
a01100 a01101211
a01100 a01101220
a01100 a01101221
a01100 a01102000
a01100 b00000000
a01100 b00000001
a01100 b00000100
a01100 b00000110
a01100 b00000120
a01100 b00000121
a01100 b00000122
a01100 b00000200
a01100 b00000210
a01100 b00000211
a01100 b00000212
a01100 b00001000
a01100 b00001001
a01100 b00001002
a01100 b00100000
a01100 b00100001
a01100 b00100002
a01100 b00100100
a01100 b00100110
a01100 b00100111
a01100 b01000000
a01100 b01000001
a01100 b01000100
a01100 b01000101
a01100 b01000110
a01100 b01000120
a01100 b01000121
a01100 b01000200
a01100 b01000201
a01100 b01000202
a01100 b01000210
a01100 b01000211
a01100 b01000220
a01100 b01001000
a01100 b01001001
a01100 b01001010
a01100 b01001011
a01100 b01001012
a01100 b01002000
a01100 b01002001
a01100 b01002100
a01100 b01002200
a01100 b01002201
a01100 b01010000
a01100 b01010100
a01100 b01010110
a01100 b01010111
a01100 b01010120
a01100 b01010200
a01101 a01102
a01101 b00000
a01101 b00001
a01101 b00100
a01101 b01000
a01101 b01001
a01101 b01002
a01101 b01010
a01101 b01011
a01101 b01012
a01101 b01020
a01101 b10000
a01101 b10010
a01101 b10011
a01101 b10012
a01101 b10100
a01101 b10110
a01101 b10111
a01101 b10120
a01101 a000000
a01101 a000010
a01101 a000011
a01101 a000012
a01101 a010000
a01101 a010001
a01101 a010010
a01101 a010011
a01101 a011000
a01101 a011010
a01101 a011011
a01101 a011012
a01101 a011020
a01101 b000000
a01101 b000001
a01101 b000002
a01101 b000010
a01101 b001000
a01101 b001001
a01101 b010000
a01101 b010001
a01101 b010002
a01101 b010010
a01101 b010020
a01101 b010021
a01101 b010022
a01101 b010100
a01101 b010101
a01101 b010102
a01101 b010110
a01101 b010111
a01101 b010120
a01101 b010121
a01101 b010200
a01101 b100000
a01101 b100001
a01101 b100100
a01101 b100110
a01101 b100111
a01101 b100112
a01101 b100120
a01101 b101000
a01101 b101001
a01101 b101002
a01101 b101100
a01101 b101101
a01101 b101102
a01101 b101110
a01101 b101200
a01101 b101201
a01101 a0000000
a01101 a0000100
a01101 a0000101
a01101 a0000110
a01101 a0000111
a01101 a0000120
a01101 a0100000
a01101 a0100001
a01101 a0100002
a01101 a0100010
a01101 a0100011
a01101 a0100100
a01101 a0100101
a01101 a0100110
a01101 a0100111
a01101 a0110000
a01101 a0110100
a01101 a0110101
a01101 a0110102
a01101 a0110110
a01101 a0110111
a01101 a0110120
a01101 a0110121
a01101 a0110122
a01101 a0110200
a01101 b0000000
a01101 b0000010
a01101 b0000011
a01101 b0000012
a01101 b0000020
a01101 b0000021
a01101 b0000100
a01101 b0010000
a01101 b0010010
a01101 b0010011
a01101 b0100000
a01101 b0100010
a01101 b0100011
a01101 b0100012
a01101 b0100020
a01101 b0100021
a01101 b0100022
a01101 b0100100
a01101 b0100101
a01101 b0100200
a01101 b0100210
a01101 b0100220
a01101 b0101000
a01101 b0101010
a01101 b0101011
a01101 b0101012
a01101 b0101020
a01101 b0101021
a01101 b0101022
a01101 b0101100
a01101 b0101101
a01101 b0101110
a01101 b0101111
a01101 b0101200
a01101 b0101201
a01101 b0101202
a01101 b0101210
a01101 b0101211
a01101 b0101212
a01101 b0102000
a01101 b0102001
a01101 b0102002
a01101 b1000000
a01101 b1000010
a01101 b1000011
a01101 b1001000
a01101 b1001001
a01101 b1001100
a01101 b1001101
a01101 b1001110
a01101 b1001120
a01101 b1001121
a01101 b1001122
a01101 b1001200
a01101 b1001201
a01101 b1010000
a01101 b1010001
a01101 b1010002
a01101 b1010010
a01101 b1010011
a01101 b1010012
a01101 b1010020
a01101 b1010021
a01101 b1011000
a01101 b1011010
a01101 b1011011
a01101 b1011020
a01101 b1011100
a01101 b1012000
a01101 b1012001
a01101 b1012002
a01101 b1012010
a01101 b1012011
a01101 a00000000
a01101 a00001000
a01101 a00001001
a01101 a00001010
a01101 a00001011
a01101 a00001100
a01101 a00001101
a01101 a00001110
a01101 a00001111
a01101 a00001112
a01101 a00001200
a01101 a00001201
a01101 a01000000
a01101 a01000001
a01101 a01000010
a01101 a01000020
a01101 a01000100
a01101 a01000101
a01101 a01000110
a01101 a01000111
a01101 a01001000
a01101 a01001001
a01101 a01001010
a01101 a01001011
a01101 a01001100
a01101 a01001110
a01101 a01001111
a01101 a01100000
a01101 a01100001
a01101 a01101000
a01101 a01101001
a01101 a01101002
a01101 a01101010
a01101 a01101020
a01101 a01101100
a01101 a01101101
a01101 a01101102
a01101 a01101110
a01101 a01101111
a01101 a01101112
a01101 a01101200
a01101 a01101201
a01101 a01101210
a01101 a01101211
a01101 a01101220
a01101 a01101221
a01101 a01102000
a01101 b00000000
a01101 b00000001
a01101 b00000100
a01101 b00000110
a01101 b00000120
a01101 b00000121
a01101 b00000122
a01101 b00000200
a01101 b00000210
a01101 b00000211
a01101 b00000212
a01101 b00001000
a01101 b00001001
a01101 b00001002
a01101 b00100000
a01101 b00100001
a01101 b00100002
a01101 b00100100
a01101 b00100110
a01101 b00100111
a01101 b01000000
a01101 b01000001
a01101 b01000100
a01101 b01000101
a01101 b01000110
