a0 a
b021 b021220
b021 b021221
b021 b021222
b021 b100000
b021 b100010
b021 b100100
b021 b100101
b021 b100102
b021 b100110
b021 b100111
b021 b100112
b021 b100120
b021 b100121
b021 b100122
b021 b101000
b021 b101001
b021 b110000
b021 b110001
b021 b110010
b021 b110020
b021 b110021
b021 b110022
b021 b110100
b021 b110101
b021 b110102
b021 b110110
b021 a0000000
b021 a0000001
b021 a0000002
b021 a0001000
b021 a0001001
b021 a0001002
b021 a0001100
b021 a0001101
b021 a0001102
b021 a0001110
b021 a0010000
b021 a0010001
b021 a0010100
b021 a0010101
b021 a0010110
b021 a0010111
b021 a0010112
b021 a0010120
b021 a0010121
b021 a0010122
b021 a0010200
b021 a0010201
b021 a0010202
b021 a0010210
b021 a0010211
b021 a0011000
b021 a0011001
b021 a0011010
b021 a0011011
b021 a0011020
b021 a0011021
b021 a0100000
b021 a0100001
b021 a0100002
b021 a0100100
b021 a0100101
b021 a0100102
b021 a0100110
b021 a0100111
b021 a0100120
b021 a0100121
b021 a0101000
b021 a0101001
b021 a0101010
b021 a0101011
b021 a0101012
b021 a0101020
b021 a0101100
b021 a0101101
b021 a0101102
b021 a0101110
b021 a0101111
b021 a0101112
b021 a0102000
b021 a0102010
b021 a0102011
b021 a0102012
b021 a0102020
b021 a0102021
b021 a0102022
b021 a0102100
b021 a0102101
b021 a0102102
b021 a0102200
b021 a0102201
b021 b0000000
b021 b0000001
b021 b0000002
b021 b0000100
b021 b0000101
b021 b0000102
b021 b0000200
b021 b0000210
b021 b0000220
b021 b0000221
b021 b0001000
b021 b0001010
b021 b0001020
b021 b0001021
b021 b0001100
b021 b0001101
b021 b0001110
b021 b0001111
b021 b0001200
b021 b0001201
b021 b0010000
b021 b0010010
b021 b0010100
b021 b0010101
b021 b0010102
b021 b0010110
b021 b0010111
b021 b0100000
b021 b0100001
b021 b0100002
b021 b0100010
b021 b0100011
b021 b0100020
b021 b0100021
b021 b0200000
b021 b0200001
b021 b0200100
b021 b0200101
b021 b0200102
b021 b0201000
b021 b0201010
b021 b0201020
b021 b0201021
b021 b0202000
b021 b0202010
b100 b101
b100 b110
b100 a0000
b100 a0001
b100 a0010
b100 a0011
b100 a0100
b100 a0101
b100 a0102
b100 b0000
b100 b0001
b100 b0010
b100 b0100
b100 b0200
b100 b0201
b100 b0202
b100 b0210
b100 b0211
b100 b0212
b100 b1000
b100 b1001
b100 b1010
b100 b1100
b100 b1101
b100 a00000
b100 a00010
b100 a00011
b100 a00100
b100 a00101
b100 a00102
b100 a00110
b100 a01000
b100 a01001
b100 a01010
b100 a01011
b100 a01020
b100 a01021
b100 a01022
b100 b00000
b100 b00001
b100 b00002
b100 b00010
b100 b00011
b100 b00012
b100 b00100
b100 b00101
b100 b01000
b100 b02000
b100 b02001
b100 b02010
b100 b02020
b100 b02021
b100 b02100
b100 b02101
b100 b02102
b100 b02110
b100 b02111
b100 b02120
b100 b02121
b100 b02122
b100 b10000
b100 b10001
b100 b10010
b100 b10011
b100 b10012
b100 b10100
b100 b11000
b100 b11001
b100 b11002
b100 b11010
b100 b11011
b100 a000000
b100 a000100
b100 a000110
b100 a000111
b100 a001000
b100 a001010
b100 a001011
b100 a001012
b100 a001020
b100 a001021
b100 a001100
b100 a001101
b100 a001102
b100 a010000
b100 a010010
b100 a010011
b100 a010012
b100 a010100
b100 a010101
b100 a010102
b100 a010110
b100 a010111
b100 a010200
b100 a010201
b100 a010202
b100 a010210
b100 a010220
b100 b000000
b100 b000010
b100 b000020
b100 b000021
b100 b000022
b100 b000100
b100 b000101
b100 b000102
b100 b000110
b100 b000111
b100 b000120
b100 b001000
b100 b001001
b100 b001010
b100 b001011
b100 b010000
b100 b010001
b100 b010002
b100 b020000
b100 b020010
b100 b020100
b100 b020101
b100 b020102
b100 b020200
b100 b020201
b100 b020202
b100 b020210
b100 b020211
b100 b020212
b100 b021000
b100 b021001
b100 b021002
b100 b021010
b100 b021011
b100 b021020
b100 b021100
b100 b021101
b100 b021102
b100 b021110
b100 b021111
b100 b021112
b100 b021200
b100 b021201
b100 b021202
b100 b021210
b100 b021220
b100 b021221
b100 b021222
b100 b100000
b100 b100010
b100 b100100
b100 b100101
b100 b100102
b100 b100110
b100 b100111
b100 b100112
b100 b100120
b100 b100121
b100 b100122
b100 b101000
b100 b101001
b100 b110000
b100 b110001
b100 b110010
b100 b110020
b100 b110021
b100 b110022
b100 b110100
b100 b110101
b100 b110102
b100 b110110
b100 a0000000
b100 a0000001
b100 a0000002
b100 a0001000
b100 a0001001
b100 a0001002
b100 a0001100
b100 a0001101
b100 a0001102
b100 a0001110
b100 a0010000
b100 a0010001
b100 a0010100
b100 a0010101
b100 a0010110
b100 a0010111
b100 a0010112
b100 a0010120
b100 a0010121
b100 a0010122
b100 a0010200
b100 a0010201
b100 a0010202
b100 a0010210
b100 a0010211
b100 a0011000
b100 a0011001
b100 a0011010
b100 a0011011
b100 a0011020
b100 a0011021
b100 a0100000
b100 a0100001
b100 a0100002
b100 a0100100
b100 a0100101
b100 a0100102
b100 a0100110
b100 a0100111
b100 a0100120
b100 a0100121
b100 a0101000
b100 a0101001
b100 a0101010
b100 a0101011
b100 a0101012
b100 a0101020
b100 a0101100
b100 a0101101
b100 a0101102
b100 a0101110
b100 a0101111
b100 a0101112
b100 a0102000
b100 a0102010
b100 a0102011
b100 a0102012
b100 a0102020
b100 a0102021
b100 a0102022
b100 a0102100
b100 a0102101
b100 a0102102
b100 a0102200
b100 a0102201
b100 b0000000
b100 b0000001
b100 b0000002
b100 b0000100
b100 b0000101
b100 b0000102
b100 b0000200
b100 b0000210
b100 b0000220
b100 b0000221
b100 b0001000
b100 b0001010
b100 b0001020
b100 b0001021
b100 b0001100
b100 b0001101
b100 b0001110
b100 b0001111
b100 b0001200
b100 b0001201
b100 b0010000
b100 b0010010
b100 b0010100
b100 b0010101
b100 b0010102
b100 b0010110
b100 b0010111
b100 b0100000
b100 b0100001
b100 b0100002
b100 b0100010
b100 b0100011
b100 b0100020
b100 b0100021
b100 b0200000
b100 b0200001
b100 b0200100
b100 b0200101
b100 b0200102
b100 b0201000
b100 b0201010
b100 b0201020
b100 b0201021
b100 b0202000
b100 b0202010
b101 b110
b101 a0000
b101 a0001
b101 a0010
b101 a0011
b101 a0100
b101 a0101
b101 a0102
b101 b0000
b101 b0001
b101 b0010
b101 b0100
b101 b0200
b101 b0201
b101 b0202
b101 b0210
b101 b0211
b101 b0212
b101 b1000
b101 b1001
b101 b1010
b101 b1100
b101 b1101
b101 a00000
b101 a00010
b101 a00011
b101 a00100
b101 a00101
b101 a00102
b101 a00110
b101 a01000
b101 a01001
b101 a01010
b101 a01011
b101 a01020
b101 a01021
b101 a01022
b101 b00000
b101 b00001
b101 b00002
b101 b00010
b101 b00011
b101 b00012
b101 b00100
b101 b00101
b101 b01000
b101 b02000
b101 b02001
b101 b02010
b101 b02020
b101 b02021
b101 b02100
b101 b02101
b101 b02102
b101 b02110
b101 b02111
b101 b02120
b101 b02121
b101 b02122
b101 b10000
b101 b10001
b101 b10010
b101 b10011
b101 b10012
b101 b10100
b101 b11000
b101 b11001
b101 b11002
b101 b11010
b101 b11011
b101 a000000
b101 a000100
b101 a000110
b101 a000111
b101 a001000
b101 a001010
b101 a001011
b101 a001012
b101 a001020
b101 a001021
b101 a001100
b101 a001101
b101 a001102
b101 a010000
b101 a010010
b101 a010011
b101 a010012
b101 a010100
b101 a010101
b101 a010102
b101 a010110
b101 a010111
b101 a010200
b101 a010201
b101 a010202
b101 a010210
b101 a010220
b101 b000000
b101 b000010
b101 b000020
b101 b000021
b101 b000022
b101 b000100
b101 b000101
b101 b000102
b101 b000110
b101 b000111
b101 b000120
b101 b001000
b101 b001001
b101 b001010
b101 b001011
b101 b010000
b101 b010001
b101 b010002
b101 b020000
b101 b020010
b101 b020100
b101 b020101
b101 b020102
b101 b020200
b101 b020201
b101 b020202
b101 b020210
b101 b020211
b101 b020212
b101 b021000
b101 b021001
b101 b021002
b101 b021010
b101 b021011
b101 b021020
b101 b021100
b101 b021101
b101 b021102
b101 b021110
b101 b021111
b101 b021112
b101 b021200
b101 b021201
b101 b021202
b101 b021210
b101 b021220
b101 b021221
b101 b021222
b101 b100000
b101 b100010
b101 b100100
b101 b100101
b101 b100102
b101 b100110
b101 b100111
b101 b100112
b101 b100120
b101 b100121
b101 b100122
b101 b101000
b101 b101001
b101 b110000
b101 b110001
b101 b110010
b101 b110020
b101 b110021
b101 b110022
b101 b110100
b101 b110101
b101 b110102
b101 b110110
b101 a0000000
b101 a0000001
b101 a0000002
b101 a0001000
b101 a0001001
b101 a0001002
b101 a0001100
b101 a0001101
b101 a0001102
b101 a0001110
b101 a0010000
b101 a0010001
b101 a0010100
b101 a0010101
b101 a0010110
b101 a0010111
b101 a0010112
b101 a0010120
b101 a0010121
b101 a0010122
b101 a0010200
b101 a0010201
b101 a0010202
b101 a0010210
b101 a0010211
b101 a0011000
b101 a0011001
b101 a0011010
b101 a0011011
b101 a0011020
b101 a0011021
b101 a0100000
b101 a0100001
b101 a0100002
b101 a0100100
b101 a0100101
b101 a0100102
b101 a0100110
b101 a0100111
b101 a0100120
b101 a0100121
b101 a0101000
b101 a0101001
b101 a0101010
b101 a0101011
b101 a0101012
b101 a0101020
b101 a0101100
b101 a0101101
b101 a0101102
b101 a0101110
b101 a0101111
b101 a0101112
b101 a0102000
b101 a0102010
b101 a0102011
b101 a0102012
b101 a0102020
b101 a0102021
b101 a0102022
b101 a0102100
b101 a0102101
b101 a0102102
b101 a0102200
b101 a0102201
b101 b0000000
b101 b0000001
b101 b0000002
b101 b0000100
b101 b0000101
b101 b0000102
b101 b0000200
b101 b0000210
b101 b0000220
b101 b0000221
b101 b0001000
b101 b0001010
b101 b0001020
b101 b0001021
b101 b0001100
b101 b0001101
b101 b0001110
b101 b0001111
b101 b0001200
b101 b0001201
b101 b0010000
b101 b0010010
b101 b0010100
b101 b0010101
b101 b0010102
b101 b0010110
b101 b0010111
b101 b0100000
b101 b0100001
b101 b0100002
b101 b0100010
b101 b0100011
b101 b0100020
b101 b0100021
b101 b0200000
b101 b0200001
b101 b0200100
b101 b0200101
b101 b0200102
b101 b0201000
b101 b0201010
b101 b0201020
b101 b0201021
b101 b0202000
b101 b0202010
b110 a0000
b110 a0001
b110 a0010
b110 a0011
b110 a0100
b110 a0101
b110 a0102
b110 b0000
b110 b0001
b110 b0010
b110 b0100
b110 b0200
b110 b0201
b110 b0202
b110 b0210
b110 b0211
b110 b0212
b110 b1000
b110 b1001
b110 b1010
b110 b1100
b110 b1101
b110 a00000
b110 a00010
b110 a00011
b110 a00100
b110 a00101
b110 a00102
b110 a00110
b110 a01000
b110 a01001
b110 a01010
b110 a01011
b110 a01020
b110 a01021
b110 a01022
b110 b00000
b110 b00001
b110 b00002
b110 b00010
b110 b00011
b110 b00012
b110 b00100
b110 b00101
b110 b01000
b110 b02000
b110 b02001
b110 b02010
b110 b02020
b110 b02021
b110 b02100
b110 b02101
b110 b02102
b110 b02110
b110 b02111
b110 b02120
b110 b02121
b110 b02122
b110 b10000
b110 b10001
b110 b10010
b110 b10011
b110 b10012
b110 b10100
b110 b11000
b110 b11001
b110 b11002
b110 b11010
b110 b11011
b110 a000000
b110 a000100
b110 a000110
b110 a000111
b110 a001000
b110 a001010
b110 a001011
b110 a001012
b110 a001020
b110 a001021
b110 a001100
b110 a001101
b110 a001102
b110 a010000
b110 a010010
b110 a010011
b110 a010012
b110 a010100
b110 a010101
b110 a010102
b110 a010110
b110 a010111
b110 a010200
b110 a010201
b110 a010202
b110 a010210
b110 a010220
b110 b000000
b110 b000010
b110 b000020
b110 b000021
b110 b000022
b110 b000100
b110 b000101
b110 b000102
b110 b000110
b110 b000111
b110 b000120
b110 b001000
b110 b001001
b110 b001010
b110 b001011
b110 b010000
b110 b010001
b110 b010002
b110 b020000
b110 b020010
b110 b020100
b110 b020101
b110 b020102
b110 b020200
b110 b020201
b110 b020202
b110 b020210
b110 b020211
b110 b020212
b110 b021000
b110 b021001
b110 b021002
b110 b021010
b110 b021011
b110 b021020
b110 b021100
b110 b021101
b110 b021102
b110 b021110
b110 b021111
b110 b021112
b110 b021200
b110 b021201
b110 b021202
b110 b021210
b110 b021220
b110 b021221
b110 b021222
b110 b100000
b110 b100010
b110 b100100
b110 b100101
b110 b100102
b110 b100110
b110 b100111
b110 b100112
b110 b100120
b110 b100121
b110 b100122
b110 b101000
b110 b101001
b110 b110000
b110 b110001
b110 b110010
b110 b110020
b110 b110021
b110 b110022
b110 b110100
b110 b110101
b110 b110102
b110 b110110
b110 a0000000
b110 a0000001
b110 a0000002
b110 a0001000
b110 a0001001
b110 a0001002
b110 a0001100
b110 a0001101
b110 a0001102
b110 a0001110
b110 a0010000
b110 a0010001
b110 a0010100
b110 a0010101
b110 a0010110
b110 a0010111
b110 a0010112
b110 a0010120
b110 a0010121
b110 a0010122
b110 a0010200
b110 a0010201
b110 a0010202
b110 a0010210
b110 a0010211
b110 a0011000
b110 a0011001
b110 a0011010
b110 a0011011
b110 a0011020
b110 a0011021
b110 a0100000
b110 a0100001
b110 a0100002
b110 a0100100
b110 a0100101
b110 a0100102
b110 a0100110
b110 a0100111
b110 a0100120
b110 a0100121
b110 a0101000
b110 a0101001
b110 a0101010
b110 a0101011
b110 a0101012
b110 a0101020
b110 a0101100
b110 a0101101
b110 a0101102
b110 a0101110
b110 a0101111
b110 a0101112
b110 a0102000
b110 a0102010
b110 a0102011
b110 a0102012
b110 a0102020
b110 a0102021
b110 a0102022
b110 a0102100
b110 a0102101
b110 a0102102
b110 a0102200
b110 a0102201
b110 b0000000
b110 b0000001
b110 b0000002
b110 b0000100
b110 b0000101
b110 b0000102
b110 b0000200
b110 b0000210
b110 b0000220
b110 b0000221
b110 b0001000
b110 b0001010
b110 b0001020
b110 b0001021
b110 b0001100
b110 b0001101
b110 b0001110
b110 b0001111
b110 b0001200
b110 b0001201
b110 b0010000
b110 b0010010
b110 b0010100
b110 b0010101
b110 b0010102
b110 b0010110
b110 b0010111
b110 b0100000
b110 b0100001
b110 b0100002
b110 b0100010
b110 b0100011
b110 b0100020
b110 b0100021
b110 b0200000
b110 b0200001
b110 b0200100
b110 b0200101
b110 b0200102
b110 b0201000
b110 b0201010
b110 b0201020
b110 b0201021
b110 b0202000
b110 b0202010
a0000 a0001
a0000 a0010
a0000 a0011
a0000 a0100
a0000 a0101
a0000 a0102
a0000 b0000
a0000 b0001
a0000 b0010
a0000 b0100
a0000 b0200
a0000 b0201
a0000 b0202
a0000 b0210
a0000 b0211
a0000 b0212
a0000 b1000
a0000 b1001
a0000 b1010
a0000 b1100
a0000 b1101
a0000 a00000
a0000 a00010
a0000 a00011
a0000 a00100
a0000 a00101
a0000 a00102
a0000 a00110
a0000 a01000
a0000 a01001
a0000 a01010
a0000 a01011
a0000 a01020
a0000 a01021
a0000 a01022
a0000 b00000
a0000 b00001
a0000 b00002
a0000 b00010
a0000 b00011
a0000 b00012
a0000 b00100
a0000 b00101
a0000 b01000
a0000 b02000
a0000 b02001
a0000 b02010
a0000 b02020
a0000 b02021
a0000 b02100
a0000 b02101
a0000 b02102
a0000 b02110
a0000 b02111
a0000 b02120
a0000 b02121
a0000 b02122
a0000 b10000
a0000 b10001
a0000 b10010
a0000 b10011
a0000 b10012
a0000 b10100
a0000 b11000
a0000 b11001
a0000 b11002
a0000 b11010
a0000 b11011
a0000 a000000
a0000 a000100
a0000 a000110
a0000 a000111
a0000 a001000
a0000 a001010
a0000 a001011
a0000 a001012
a0000 a001020
a0000 a001021
a0000 a001100
a0000 a001101
a0000 a001102
a0000 a010000
a0000 a010010
a0000 a010011
a0000 a010012
a0000 a010100
a0000 a010101
a0000 a010102
a0000 a010110
a0000 a010111
a0000 a010200
a0000 a010201
a0000 a010202
a0000 a010210
a0000 a010220
a0000 b000000
a0000 b000010
a0000 b000020
a0000 b000021
a0000 b000022
a0000 b000100
a0000 b000101
a0000 b000102
a0000 b000110
a0000 b000111
a0000 b000120
a0000 b001000
a0000 b001001
a0000 b001010
a0000 b001011
a0000 b010000
a0000 b010001
a0000 b010002
a0000 b020000
a0000 b020010
a0000 b020100
a0000 b020101
a0000 b020102
a0000 b020200
a0000 b020201
a0000 b020202
a0000 b020210
a0000 b020211
a0000 b020212
a0000 b021000
a0000 b021001
a0000 b021002
a0000 b021010
a0000 b021011
a0000 b021020
a0000 b021100
a0000 b021101
a0000 b021102
a0000 b021110
a0000 b021111
a0000 b021112
a0000 b021200
a0000 b021201
a0000 b021202
a0000 b021210
a0000 b021220
a0000 b021221
a0000 b021222
a0000 b100000
a0000 b100010
a0000 b100100
a0000 b100101
a0000 b100102
a0000 b100110
a0000 b100111
a0000 b100112
a0000 b100120
a0000 b100121
a0000 b100122
a0000 b101000
a0000 b101001
a0000 b110000
a0000 b110001
a0000 b110010
a0000 b110020
a0000 b110021
a0000 b110022
a0000 b110100
a0000 b110101
a0000 b110102
a0000 b110110
a0000 a0000000
a0000 a0000001
a0000 a0000002
a0000 a0001000
a0000 a0001001
a0000 a0001002
a0000 a0001100
a0000 a0001101
a0000 a0001102
a0000 a0001110
a0000 a0010000
a0000 a0010001
a0000 a0010100
a0000 a0010101
a0000 a0010110
a0000 a0010111
a0000 a0010112
a0000 a0010120
a0000 a0010121
a0000 a0010122
a0000 a0010200
a0000 a0010201
a0000 a0010202
a0000 a0010210
a0000 a0010211
a0000 a0011000
a0000 a0011001
a0000 a0011010
a0000 a0011011
a0000 a0011020
a0000 a0011021
a0000 a0100000
a0000 a0100001
a0000 a0100002
a0000 a0100100
a0000 a0100101
a0000 a0100102
a0000 a0100110
a0000 a0100111
a0000 a0100120
a0000 a0100121
a0000 a0101000
a0000 a0101001
a0000 a0101010
a0000 a0101011
a0000 a0101012
a0000 a0101020
a0000 a0101100
a0000 a0101101
a0000 a0101102
a0000 a0101110
a0000 a0101111
a0000 a0101112
a0000 a0102000
a0000 a0102010
a0000 a0102011
a0000 a0102012
a0000 a0102020
a0000 a0102021
a0000 a0102022
a0000 a0102100
a0000 a0102101
a0000 a0102102
a0000 a0102200
a0000 a0102201
a0000 b0000000
a0000 b0000001
a0000 b0000002
a0000 b0000100
a0000 b0000101
a0000 b0000102
a0000 b0000200
a0000 b0000210
a0000 b0000220
a0000 b0000221
a0000 b0001000
a0000 b0001010
a0000 b0001020
a0000 b0001021
a0000 b0001100
a0000 b0001101
a0000 b0001110
a0000 b0001111
a0000 b0001200
a0000 b0001201
a0000 b0010000
a0000 b0010010
a0000 b0010100
a0000 b0010101
a0000 b0010102
a0000 b0010110
a0000 b0010111
a0000 b0100000
a0000 b0100001
a0000 b0100002
a0000 b0100010
a0000 b0100011
a0000 b0100020
a0000 b0100021
a0000 b0200000
a0000 b0200001
a0000 b0200100
a0000 b0200101
a0000 b0200102
a0000 b0201000
a0000 b0201010
a0000 b0201020
a0000 b0201021
a0000 b0202000
a0000 b0202010
a0001 a0010
a0001 a0011
a0001 a0100
a0001 a0101
a0001 a0102
a0001 b0000
a0001 b0001
a0001 b0010
a0001 b0100
a0001 b0200
a0001 b0201
a0001 b0202
a0001 b0210
a0001 b0211
a0001 b0212
a0001 b1000
a0001 b1001
a0001 b1010
a0001 b1100
a0001 b1101
a0001 a00000
a0001 a00010
a0001 a00011
a0001 a00100
a0001 a00101
a0001 a00102
a0001 a00110
a0001 a01000
a0001 a01001
a0001 a01010
a0001 a01011
a0001 a01020
a0001 a01021
a0001 a01022
a0001 b00000
a0001 b00001
a0001 b00002
a0001 b00010
a0001 b00011
a0001 b00012
a0001 b00100
a0001 b00101
a0001 b01000
a0001 b02000
a0001 b02001
a0001 b02010
a0001 b02020
a0001 b02021
a0001 b02100
a0001 b02101
a0001 b02102
a0001 b02110
a0001 b02111
a0001 b02120
a0001 b02121
a0001 b02122
a0001 b10000
a0001 b10001
a0001 b10010
a0001 b10011
a0001 b10012
a0001 b10100
a0001 b11000
a0001 b11001
a0001 b11002
a0001 b11010
a0001 b11011
a0001 a000000
a0001 a000100
a0001 a000110
a0001 a000111
a0001 a001000
a0001 a001010
a0001 a001011
a0001 a001012
a0001 a001020
a0001 a001021
a0001 a001100
a0001 a001101
a0001 a001102
a0001 a010000
a0001 a010010
a0001 a010011
a0001 a010012
a0001 a010100
a0001 a010101
a0001 a010102
a0001 a010110
a0001 a010111
a0001 a010200
a0001 a010201
a0001 a010202
a0001 a010210
a0001 a010220
a0001 b000000
a0001 b000010
a0001 b000020
a0001 b000021
a0001 b000022
a0001 b000100
a0001 b000101
a0001 b000102
a0001 b000110
a0001 b000111
a0001 b000120
a0001 b001000
a0001 b001001
a0001 b001010
a0001 b001011
a0001 b010000
a0001 b010001
a0001 b010002
a0001 b020000
a0001 b020010
a0001 b020100
a0001 b020101
a0001 b020102
a0001 b020200
a0001 b020201
a0001 b020202
a0001 b020210
a0001 b020211
a0001 b020212
a0001 b021000
a0001 b021001
a0001 b021002
a0001 b021010
a0001 b021011
a0001 b021020
a0001 b021100
a0001 b021101
a0001 b021102
a0001 b021110
a0001 b021111
a0001 b021112
a0001 b021200
a0001 b021201
a0001 b021202
a0001 b021210
a0001 b021220
a0001 b021221
a0001 b021222
a0001 b100000
a0001 b100010
a0001 b100100
a0001 b100101
a0001 b100102
a0001 b100110
a0001 b100111
a0001 b100112
a0001 b100120
a0001 b100121
a0001 b100122
a0001 b101000
a0001 b101001
a0001 b110000
a0001 b110001
a0001 b110010
a0001 b110020
a0001 b110021
a0001 b110022
a0001 b110100
a0001 b110101
a0001 b110102
a0001 b110110
a0001 a0000000
a0001 a0000001
a0001 a0000002
a0001 a0001000
a0001 a0001001
a0001 a0001002
a0001 a0001100
a0001 a0001101
a0001 a0001102
a0001 a0001110
a0001 a0010000
a0001 a0010001
a0001 a0010100
a0001 a0010101
a0001 a0010110
a0001 a0010111
a0001 a0010112
a0001 a0010120
a0001 a0010121
a0001 a0010122
a0001 a0010200
a0001 a0010201
a0001 a0010202
a0001 a0010210
a0001 a0010211
a0001 a0011000
a0001 a0011001
a0001 a0011010
a0001 a0011011
a0001 a0011020
a0001 a0011021
a0001 a0100000
a0001 a0100001
a0001 a0100002
a0001 a0100100
a0001 a0100101
a0001 a0100102
a0001 a0100110
a0001 a0100111
a0001 a0100120
a0001 a0100121
a0001 a0101000
a0001 a0101001
a0001 a0101010
a0001 a0101011
a0001 a0101012
a0001 a0101020
a0001 a0101100
a0001 a0101101
a0001 a0101102
a0001 a0101110
a0001 a0101111
a0001 a0101112
a0001 a0102000
a0001 a0102010
a0001 a0102011
a0001 a0102012
a0001 a0102020
a0001 a0102021
a0001 a0102022
a0001 a0102100
a0001 a0102101
a0001 a0102102
a0001 a0102200
a0001 a0102201
a0001 b0000000
a0001 b0000001
a0001 b0000002
a0001 b0000100
a0001 b0000101
a0001 b0000102
a0001 b0000200
a0001 b0000210
a0001 b0000220
a0001 b0000221
a0001 b0001000
a0001 b0001010
a0001 b0001020
a0001 b0001021
a0001 b0001100
a0001 b0001101
a0001 b0001110
a0001 b0001111
a0001 b0001200
a0001 b0001201
a0001 b0010000
a0001 b0010010
a0001 b0010100
a0001 b0010101
a0001 b0010102
a0001 b0010110
a0001 b0010111
a0001 b0100000
a0001 b0100001
a0001 b0100002
a0001 b0100010
a0001 b0100011
a0001 b0100020
a0001 b0100021
a0001 b0200000
a0001 b0200001
a0001 b0200100
a0001 b0200101
a0001 b0200102
a0001 b0201000
a0001 b0201010
a0001 b0201020
a0001 b0201021
a0001 b0202000
a0001 b0202010
a0010 a0011
a0010 a0100
a0010 a0101
a0010 a0102
a0010 b0000
a0010 b0001
a0010 b0010
a0010 b0100
a0010 b0200
a0010 b0201
a0010 b0202
a0010 b0210
a0010 b0211
a0010 b0212
a0010 b1000
a0010 b1001
a0010 b1010
a0010 b1100
a0010 b1101
a0010 a00000
a0010 a00010
a0010 a00011
a0010 a00100
a0010 a00101
a0010 a00102
a0010 a00110
a0010 a01000
a0010 a01001
a0010 a01010
a0010 a01011
a0010 a01020
a0010 a01021
a0010 a01022
a0010 b00000
a0010 b00001
a0010 b00002
a0010 b00010
a0010 b00011
a0010 b00012
a0010 b00100
a0010 b00101
a0010 b01000
a0010 b02000
a0010 b02001
a0010 b02010
a0010 b02020
a0010 b02021
a0010 b02100
a0010 b02101
a0010 b02102
a0010 b02110
a0010 b02111
a0010 b02120
a0010 b02121
a0010 b02122
a0010 b10000
a0010 b10001
a0010 b10010
a0010 b10011
a0010 b10012
a0010 b10100
a0010 b11000
a0010 b11001
a0010 b11002
a0010 b11010
a0010 b11011
a0010 a000000
a0010 a000100
a0010 a000110
a0010 a000111
a0010 a001000
a0010 a001010
a0010 a001011
a0010 a001012
a0010 a001020
a0010 a001021
a0010 a001100
a0010 a001101
a0010 a001102
a0010 a010000
a0010 a010010
a0010 a010011
a0010 a010012
a0010 a010100
a0010 a010101
a0010 a010102
a0010 a010110
a0010 a010111
a0010 a010200
a0010 a010201
a0010 a010202
a0010 a010210
a0010 a010220
a0010 b000000
a0010 b000010
a0010 b000020
a0010 b000021
a0010 b000022
a0010 b000100
a0010 b000101
a0010 b000102
a0010 b000110
a0010 b000111
a0010 b000120
a0010 b001000
a0010 b001001
a0010 b001010
a0010 b001011
a0010 b010000
a0010 b010001
a0010 b010002
a0010 b020000
a0010 b020010
a0010 b020100
a0010 b020101
a0010 b020102
a0010 b020200
a0010 b020201
a0010 b020202
a0010 b020210
a0010 b020211
a0010 b020212
a0010 b021000
a0010 b021001
a0010 b021002
a0010 b021010
a0010 b021011
a0010 b021020
a0010 b021100
a0010 b021101
a0010 b021102
a0010 b021110
a0010 b021111
a0010 b021112
a0010 b021200
a0010 b021201
a0010 b021202
a0010 b021210
a0010 b021220
a0010 b021221
a0010 b021222
a0010 b100000
a0010 b100010
a0010 b100100
a0010 b100101
a0010 b100102
a0010 b100110
a0010 b100111
a0010 b100112
a0010 b100120
a0010 b100121
a0010 b100122
a0010 b101000
a0010 b101001
a0010 b110000
a0010 b110001
a0010 b110010
a0010 b110020
a0010 b110021
a0010 b110022
a0010 b110100
a0010 b110101
a0010 b110102
a0010 b110110
a0010 a0000000
a0010 a0000001
a0010 a0000002
a0010 a0001000
a0010 a0001001
a0010 a0001002
a0010 a0001100
a0010 a0001101
a0010 a0001102
a0010 a0001110
a0010 a0010000
a0010 a0010001
a0010 a0010100
a0010 a0010101
a0010 a0010110
a0010 a0010111
a0010 a0010112
a0010 a0010120
a0010 a0010121
a0010 a0010122
a0010 a0010200
a0010 a0010201
a0010 a0010202
a0010 a0010210
a0010 a0010211
a0010 a0011000
a0010 a0011001
a0010 a0011010
a0010 a0011011
a0010 a0011020
a0010 a0011021
a0010 a0100000
a0010 a0100001
a0010 a0100002
a0010 a0100100
a0010 a0100101
a0010 a0100102
a0010 a0100110
a0010 a0100111
a0010 a0100120
a0010 a0100121
a0010 a0101000
a0010 a0101001
a0010 a0101010
a0010 a0101011
a0010 a0101012
a0010 a0101020
a0010 a0101100
a0010 a0101101
a0010 a0101102
a0010 a0101110
a0010 a0101111
a0010 a0101112
a0010 a0102000
a0010 a0102010
a0010 a0102011
a0010 a0102012
a0010 a0102020
a0010 a0102021
a0010 a0102022
a0010 a0102100
a0010 a0102101
a0010 a0102102
a0010 a0102200
a0010 a0102201
a0010 b0000000
a0010 b0000001
a0010 b0000002
a0010 b0000100
a0010 b0000101
a0010 b0000102
a0010 b0000200
a0010 b0000210
a0010 b0000220
a0010 b0000221
a0010 b0001000
a0010 b0001010
a0010 b0001020
a0010 b0001021
a0010 b0001100
a0010 b0001101
a0010 b0001110
a0010 b0001111
a0010 b0001200
a0010 b0001201
a0010 b0010000
a0010 b0010010
a0010 b0010100
a0010 b0010101
a0010 b0010102
a0010 b0010110
a0010 b0010111
